Orthogroup,Arabidopsis,Cucumis,Nicotiana,Solanum
OG0010170,AT3G09470.1,MELO3C009272T1,NIOBTv3_g04944.t1,Solyc09g010470.3.1
OG0010171,AT3G48810.1,MELO3C021257T1,NIOBTv3_g02473.t1,Solyc01g058205.1.1
OG0010176,AT3G51510.1,MELO3C007014T1,NIOBTv3_g09394.t1,Solyc02g068270.4.1
OG0010177,AT3G21870.1,MELO3C019234T1,NIOBTv3_g27420.t1,Solyc07g052610.3.1
OG0010178,AT3G51520.1,MELO3C013703T1,NIOBTv3_g09398.t1,Solyc02g068240.4.1
OG0010179,AT3G50770.1,MELO3C003889T1,NIOBTv3_g36780.t1,Solyc03g044900.3.1
OG0010186,AT3G56490.1,MELO3C009691T1,NIOBTv3_g14777.t1,Solyc10g081310.2.1
OG0010190,AT3G09210.1,MELO3C003216T1,NIOBTv3_g39052.t1,Solyc09g011830.4.1
OG0010191,AT3G19230.1,MELO3C018446T1,NIOBTv3_g24904.t1,Solyc01g108270.4.1
OG0010192,AT3G03560.1,MELO3C006277T1,NIOBTv3_g01226.t1,Solyc10g039430.3.1
OG0010193,AT3G01050.1,MELO3C022023T1,NIOBTv3_g19250.t1,Solyc02g088620.3.1
OG0010195,AT3G09180.1,MELO3C009537T1,NIOBTv3_g32489.t1,Solyc01g087230.3.1
OG0010196,AT3G08820.1,MELO3C009129T1,NIOBTv3_g08183.t1,Solyc09g009790.4.1
OG0010197,AT3G49400.1,MELO3C011011T1,NIOBTv3_g01365.t1,Solyc06g073690.2.1
OG0010198,AT3G45100.1,MELO3C015670T1,NIOBTv3_g15497-D2.t1,Solyc08g082840.3.1
OG0010212,AT3G52230.1,MELO3C012374T1,NIOBTv3_g00062.t1,Solyc11g007680.2.1
OG0010213,AT3G02010.1,MELO3C014921T1,NIOBTv3_g04195.t1,Solyc03g098420.3.1
OG0010214,AT3G27670.1,MELO3C009985T1,NIOBTv3_g10472.t1,Solyc02g086500.3.1
OG0010216,AT3G52220.1,MELO3C019900T1,NIOBTv3_g12402.t1,Solyc11g006760.3.1
OG0010217,AT3G08840.2,MELO3C009120T1,NIOBTv3_g28904.t1,Solyc10g085400.3.1
OG0010223,AT3G10150.1,MELO3C009811T1,NIOBTv3_g12299.t1,Solyc04g016490.4.1
OG0010224,AT3G21810.1,MELO3C018803T1,NIOBTv3_g05592.t1,Solyc12g005770.3.1
OG0010225,AT3G62980.1,MELO3C015898T1,NIOBTv3_g22056.t1,Solyc09g074520.3.1
OG0010227,AT3G03310.1,MELO3C008598T1,NIOBTv3_g03236.t1,Solyc11g008550.3.1
OG0010230,AT3G44716.1,MELO3C004786T1,NIOBTv3_g38539.t1,Solyc11g066940.2.1
OG0010236,AT3G16270.1,MELO3C012986T1,NIOBTv3_g15551.t1,Solyc04g047770.3.1
OG0010237,AT3G07420.1,MELO3C021113T1,NIOBTv3_g33819.t1,Solyc09g057950.3.1
OG0010238,AT3G61080.1,MELO3C006151T1,NIOBTv3_g24353.t1,Solyc01g091780.4.1
OG0010239,AT3G51660.1,MELO3C026028T1,NIOBTv3_g28899.t1,Solyc10g085350.2.1
OG0010240,AT3G16290.1,MELO3C000673T1,NIOBTv3_g38669.t1,Solyc12g044400.3.1
OG0010241,AT3G16240.1,MELO3C024263T1,NIOBTv3_g19381.t1,Solyc12g044330.2.1
OG0010243,AT3G16250.1,MELO3C024264T1,NIOBTv3_g31577.t1,Solyc08g083360.3.1
OG0010251,AT3G06950.1,MELO3C021228T1,NIOBTv3_g28509.t1,Solyc05g053190.3.1
OG0010252,AT3G43230.1,MELO3C015554T1,NIOBTv3_g25242.t1,Solyc07g017500.3.1
OG0010254,AT3G45830.1,MELO3C025710T1,NIOBTv3_g38244.t1,Solyc11g072810.2.1
OG0010255,AT3G18110.1,MELO3C025692T1,NIOBTv3_g20331.t1,Solyc03g096830.4.1
OG0010257,AT3G54660.1,MELO3C015771T1,NIOBTv3_g05179.t1,Solyc09g065900.3.1
OG0010259,AT3G62360.1,MELO3C015914T1,NIOBTv3_g14689.t1,Solyc06g009530.3.1
OG0010260,AT3G04340.1,MELO3C010145T1,NIOBTv3_g27407.t1,Solyc02g032960.2.1
OG0010261,AT3G24800.1,MELO3C021013T1,NIOBTv3_g24359.t1,Solyc09g091790.3.1
OG0010263,AT3G14240.1,MELO3C024314T1,NIOBTv3_g26593.t1,Solyc03g123490.1.1
OG0010265,AT3G16190.1,MELO3C027085T1,NIOBTv3_g12959.t1,Solyc03g120540.3.1
OG0010269,AT3G12685.1,MELO3C019603T1,NIOBTv3_g04242.t1,Solyc01g005910.3.1
OG0010270,AT3G03570.1,MELO3C020376T1,NIOBTv3_g04096.t1,Solyc01g081030.4.1
OG0010271,AT3G51610.1,MELO3C009112T1,NIOBTv3_g33964.t1,Solyc03g118520.4.1
OG0010273,AT3G10020.1,MELO3C009427T1,NIOBTv3_g36156.t1,Solyc09g008970.1.1
OG0010274,AT3G29310.1,MELO3C022025T1,NIOBTv3_g19253.t1,Solyc02g088660.4.1
OG0010278,AT3G52430.1,MELO3C008938T1,NIOBTv3_g12178.t1,Solyc02g032850.3.1
OG0010280,AT3G53720.1,MELO3C003113T1,NIOBTv3_g20947.t1,Solyc09g010530.3.1
OG0010283,AT3G44530.1,MELO3C021430T1,NIOBTv3_g26241.t1,Solyc11g067200.2.1
OG0010284,AT3G12040.1,MELO3C009610T1,NIOBTv3_g15389.t1,Solyc10g080560.2.1
OG0010285,AT3G12280.1,MELO3C012492T1,NIOBTv3_g19112.t1,Solyc09g091280.4.1
OG0010287,AT3G12270.1,MELO3C012491T1,NIOBTv3_g09408.t1,Solyc01g096550.3.1
OG0010289,AT3G09660.1,MELO3C009313T1,NIOBTv3_g07186.t1,Solyc09g007330.4.1
OG0010291,AT3G11460.1,MELO3C024551T1,NIOBTv3_g16140.t1,Solyc09g009950.4.1
OG0010292,AT3G12260.1,MELO3C012486T1,NIOBTv3_g63284.t1,Solyc01g022750.3.1
OG0010293,AT3G48200.1,MELO3C002277T1,NIOBTv3_g29547.t1,Solyc03g112760.3.1
OG0010295,AT3G54850.1,MELO3C012406T1,NIOBTv3_g39063.t1,Solyc11g008390.2.1
OG0010302,AT3G16000.1,MELO3C024228T1,NIOBTv3_g14929.t1,Solyc03g120230.3.1
OG0010304,AT3G05620.1,MELO3C015288T1,NIOBTv3_g38233.t1,Solyc01g099960.4.1
OG0010306,AT3G05600.1,MELO3C015292T1,NIOBTv3_g28066.t1,Solyc01g099910.4.1
OG0010309,AT3G03680.1,MELO3C008870T1,NIOBTv3_g02056.t1,Solyc01g007170.4.1
OG0010325,AT3G07130.1,MELO3C020444T1,NIOBTv3_g14682.t1,Solyc09g091910.2.1
OG0010327,AT3G04560.1,MELO3C024661T1,NIOBTv3_g27146.t1,Solyc11g006080.2.1
OG0010328,AT3G10410.1,MELO3C019830T1,NIOBTv3_g00721.t1,Solyc11g008280.3.1
OG0010329,AT3G07630.1,MELO3C025736T1,NIOBTv3_g24078.t1,Solyc11g072520.3.1
OG0010330,AT3G46870.1,MELO3C020598T1,NIOBTv3_g22742.t1,Solyc09g092360.3.1
OG0010331,AT3G17210.1,MELO3C006735T1,NIOBTv3_g00091.t1,Solyc05g053310.3.1
OG0010333,AT3G15680.1,MELO3C011238T1,NIOBTv3_g11413.t1,Solyc08g067180.4.1
OG0010335,AT3G44680.1,MELO3C021442T1,NIOBTv3_g33494.t1,Solyc11g067020.3.1
OG0010336,AT3G62040.1,MELO3C005187T1,NIOBTv3_g17082.t1,Solyc01g068630.3.1
OG0010338,AT3G54790.1,MELO3C015719T1,NIOBTv3_g31377.t1,Solyc09g025270.3.1
OG0010339,AT3G49060.1,MELO3C006923T1,NIOBTv3_g03348.t1,Solyc03g025450.4.1
OG0010341,AT3G15900.1,MELO3C017840T1,NIOBTv3_g19273.t1,Solyc03g116800.4.1
OG0010342,AT3G46920.1,MELO3C010263T1,NIOBTv3_g12277.t1,Solyc07g007140.3.1
OG0010344,AT3G12150.1,MELO3C009648T1,NIOBTv3_g34986.t1,Solyc03g064030.3.1
OG0010346,AT3G14750.1,MELO3C025674T1,NIOBTv3_g17640.t1,Solyc07g062110.3.1
OG0010348,AT3G09980.1,MELO3C009443T1,NIOBTv3_g16891.t1,Solyc09g009210.4.1
OG0010349,AT3G12100.1,MELO3C009620T1,NIOBTv3_g18322.t1,Solyc03g063320.3.1
OG0010350,AT3G60820.1,MELO3C006187T1,NIOBTv3_g56939-D2.t1,Solyc02g084920.3.1
OG0010351,AT3G03750.2,MELO3C009796T1,NIOBTv3_g03110.t1,Solyc01g068370.4.1
OG0010353,AT3G20250.1,MELO3C026713T1,NIOBTv3_g21311.t1,Solyc03g123980.4.1
OG0010355,AT3G12080.1,MELO3C014599T1,NIOBTv3_g08041.t1,Solyc11g065870.3.1
OG0010356,AT3G13330.1,MELO3C014086T1,NIOBTv3_g22190.t1,Solyc07g066030.4.1
OG0010361,AT3G44610.1,MELO3C021437T1,NIOBTv3_g05419.t1,Solyc11g067080.3.1
OG0010362,AT3G07640.1,MELO3C024177T1,NIOBTv3_g02626.t1,Solyc07g045150.3.1
OG0010365,AT3G48250.1,MELO3C026258T1,NIOBTv3_g06398.t1,Solyc03g112190.4.1
OG0010371,AT3G48330.1,MELO3C026245T1,NIOBTv3_g20432.t1,Solyc03g111830.4.1
OG0010372,AT3G13226.1,MELO3C013197T1,NIOBTv3_g23893.t1,Solyc07g065870.3.1
OG0010375,AT3G05625.1,MELO3C004212T1,NIOBTv3_g31950.t1,Solyc10g044710.2.1
OG0010376,AT3G05675.2,MELO3C008785T1,NIOBTv3_g13129.t1,Solyc01g007060.3.1
OG0010377,AT3G07990.1,MELO3C012440T1,NIOBTv3_g17334.t1,Solyc04g015340.3.1
OG0010378,AT3G17060.1,MELO3C006718T1,NIOBTv3_g15238.t1,Solyc12g099230.2.1
OG0010379,AT3G07090.1,MELO3C021008T1,NIOBTv3_g30076.t1,Solyc09g061310.3.1
OG0010389,AT3G08010.1,MELO3C023560T1,NIOBTv3_g39021.t1,Solyc02g005200.4.1
OG0010392,AT3G07950.1,MELO3C002900T1,NIOBTv3_g23986.t1,Solyc04g049180.3.1
OG0010394,AT3G47430.1,MELO3C006810T1,NIOBTv3_g01429.t1,Solyc03g093180.1.1
OG0010398,AT3G54970.1,MELO3C011725T1,NIOBTv3_g13532.t1,Solyc04g049890.4.1
OG0010399,AT3G10670.1,MELO3C017456T1,NIOBTv3_g33969.t1,Solyc06g048540.3.1
OG0010400,AT3G46210.1,MELO3C011145T1,NIOBTv3_g17114.t1,Solyc08g066700.3.1
OG0010403,AT3G17090.1,MELO3C021263T1,NIOBTv3_g15265.t1,Solyc06g065920.4.1
OG0010404,AT3G09650.1,MELO3C009312T1,NIOBTv3_g07185.t1,Solyc09g007320.4.1
OG0010405,AT3G05990.1,MELO3C014492T1,NIOBTv3_g14125.t1,Solyc09g075730.3.1
OG0010410,AT3G13990.1,MELO3C025812T1,NIOBTv3_g16217.t1,Solyc12g049230.2.1
OG0010412,AT3G17810.1,MELO3C002149T1,NIOBTv3_g12505.t1,Solyc03g097910.4.1
OG0010415,AT3G48150.1,MELO3C002234T1,NIOBTv3_g23258.t1,Solyc03g113740.4.1
OG0010416,AT3G11150.1,MELO3C026792T1,NIOBTv3_g36286.t1,Solyc06g051360.3.1
OG0010418,AT3G22880.1,MELO3C006496T1,NIOBTv3_g16746.t1,Solyc09g082790.4.1
OG0010420,AT3G11590.1,MELO3C009502T1,NIOBTv3_g29843.t1,Solyc10g083190.3.1
OG0010424,AT3G17930.1,MELO3C017374T1,NIOBTv3_g24490.t1,Solyc05g006440.4.1
OG0010428,AT3G54720.1,MELO3C009584T1,NIOBTv3_g10313.t1,Solyc11g045250.1.1
OG0010431,AT3G54900.1,MELO3C008750T1,NIOBTv3_g25312.t1,Solyc02g082200.4.1
OG0010434,AT3G07790.1,MELO3C024210T1,NIOBTv3_g24745.t1,Solyc07g047980.3.1
OG0010438,AT3G60910.1,MELO3C023588T1,NIOBTv3_g16425.t1,Solyc01g088000.4.1
OG0010439,AT3G25920.1,MELO3C012254T1,NIOBTv3_g13340.t1,Solyc05g009370.4.1
OG0010441,AT3G11980.1,MELO3C008988T1,NIOBTv3_g36364.t1,Solyc03g051960.4.1
OG0010449,AT3G59420.1,MELO3C017714T1,NIOBTv3_g26061.t1,Solyc11g044940.1.1
OG0010453,AT3G14910.1,MELO3C025639T1,NIOBTv3_g31697.t1,Solyc07g062450.3.1
OG0010454,AT3G14900.1,MELO3C025640T1,NIOBTv3_g31696.t1,Solyc07g062440.1.1
OG0010455,AT3G46750.1,MELO3C020609T1,NIOBTv3_g42296.t1,Solyc06g076370.4.1
OG0010458,AT3G62200.1,MELO3C005198T1,NIOBTv3_g35255.t1,Solyc01g101140.4.1
OG0010462,AT3G49070.1,MELO3C005480T1,NIOBTv3_g11709.t1,Solyc03g025330.4.1
OG0010471,AT3G05210.1,MELO3C025022T1,NIOBTv3_g09772.t1,Solyc03g115580.4.1
OG0010476,AT3G26900.1,MELO3C014943T1,NIOBTv3_g07717.t1,Solyc02g094420.3.1
OG0010482,AT3G28050.1,MELO3C021520T1,NIOBTv3_g33333.t1,Solyc02g087060.4.1
OG0010485,AT3G02450.1,MELO3C022077T1,NIOBTv3_g16988.t1,Solyc03g046340.3.1
OG0010489,AT3G57910.1,MELO3C009640T1,NIOBTv3_g08076.t1,Solyc11g065380.2.1
OG0010491,AT3G56940.1,MELO3C026802T1,NIOBTv3_g38146.t1,Solyc10g077040.2.1
OG0010494,AT3G19553.1,MELO3C018511T1,NIOBTv3_g10185.t1,Solyc10g049640.2.1
OG0010496,AT3G61680.1,MELO3C023723T1,NIOBTv3_g12501.t1,Solyc01g095720.3.1
OG0010497,AT3G48460.1,MELO3C002330T1,NIOBTv3_g22562.t1,Solyc03g111550.4.1
OG0010498,AT3G24320.1,MELO3C006369T1,NIOBTv3_g35832.t1,Solyc09g090870.3.1
OG0010503,AT3G53470.2,MELO3C009303T1,NIOBTv3_g00349.t1,Solyc09g007240.3.1
OG0010507,AT3G22450.1,MELO3C022017T1,NIOBTv3_g12810.t1,Solyc03g005180.1.1
OG0010508,AT3G28917.1,MELO3C021987T1,NIOBTv3_g37829.t1,Solyc03g061620.1.1
OG0010510,AT3G23160.1,MELO3C022974T1,NIOBTv3_g35579.t1,Solyc09g089640.2.1
OG0010514,AT3G18420.1,MELO3C005213T1,NIOBTv3_g24637.t1,Solyc01g008160.4.1
OG0010515,AT3G22190.1,MELO3C009991T1,NIOBTv3_g14249.t1,Solyc11g071840.2.1
OG0010517,AT3G19780.1,MELO3C023602T1,NIOBTv3_g25878.t1,Solyc02g055460.3.1
OG0010518,AT3G02350.1,MELO3C018919T1,NIOBTv3_g15721.t1,Solyc02g089440.3.1
OG0010522,AT3G56820.1,MELO3C019167T1,NIOBTv3_g21533.t1,Solyc10g076930.2.1
OG0010525,AT3G29010.1,MELO3C001989T1,NIOBTv3_g12238.t1,Solyc06g065310.3.1
OG0010528,AT3G12760.1,MELO3C012597T1,NIOBTv3_g04405.t1,Solyc07g066650.4.1
OG0010531,AT3G56840.1,MELO3C019166T1,NIOBTv3_g13288.t1,Solyc10g079440.2.1
OG0010535,AT3G10850.1,MELO3C020172T1,NIOBTv3_g17777.t1,Solyc06g048530.4.1
OG0010538,AT3G12530.1,MELO3C024840T1,NIOBTv3_g30756.t1,Solyc05g054430.4.1
OG0010539,AT3G25545.1,MELO3C005171T1,NIOBTv3_g29326.t1,Solyc05g010290.3.1
OG0010542,AT3G54120.1,MELO3C009197T1,NIOBTv3_g25225.t1,Solyc09g013110.3.1
OG0010547,AT3G54390.1,MELO3C012478T1,NIOBTv3_g03537.t1,Solyc01g096470.3.1
OG0010552,AT3G25805.1,MELO3C011551T1,NIOBTv3_g28498.t1,Solyc04g007110.4.1
OG0010553,AT3G57170.1,MELO3C014212T1,NIOBTv3_g16349.t1,Solyc04g017700.4.1
OG0010565,AT3G49050.1,MELO3C005477T1,NIOBTv3_g15007.t1,Solyc03g025510.3.1
OG0010568,AT3G18390.1,MELO3C017309T1,NIOBTv3_g24087.t1,Solyc03g119450.3.1
OG0010569,AT3G22210.1,MELO3C016236T1,NIOBTv3_g33871.t1,Solyc12g006440.2.1
OG0010570,AT3G25700.1,MELO3C005359T1,NIOBTv3_g32477.t1,Solyc05g009890.1.1
OG0010572,AT3G44050.1,MELO3C017377T1,NIOBTv3_g09951.t1,Solyc11g071730.3.1
OG0010574,AT3G54300.1,MELO3C019898T1,NIOBTv3_g62274-D8.t1,Solyc11g006780.2.1
OG0010575,AT3G04970.1,MELO3C014079T1,NIOBTv3_g00386.t1,Solyc08g029200.3.1
OG0010576,AT3G12810.1,MELO3C009633T1,NIOBTv3_g16179.t1,Solyc03g063220.2.1
OG0010577,AT3G56990.1,MELO3C018665T1,NIOBTv3_g33674.t1,Solyc10g085580.3.1
OG0010578,AT3G61770.1,MELO3C006023T1,NIOBTv3_g25820.t1,Solyc01g095980.3.1
OG0010579,AT3G54290.1,MELO3C019897T1,NIOBTv3_g17509.t1,Solyc11g006830.2.1
OG0010583,AT3G10940.1,MELO3C020114T1,NIOBTv3_g36096.t1,Solyc06g050230.4.1
OG0010585,AT3G04710.1,MELO3C004392T1,NIOBTv3_g01192.t1,Solyc01g097190.4.1
OG0010589,AT3G28210.1,MELO3C009923T1,NIOBTv3_g10619.t1,Solyc02g087210.3.1
OG0010591,AT3G06850.1,MELO3C006679T1,NIOBTv3_g30068.t1,Solyc01g066520.3.1
OG0010593,AT3G47670.1,MELO3C001969T1,NIOBTv3_g04527.t1,Solyc03g112990.1.1
OG0010597,AT3G18800.1,MELO3C008029T1,NIOBTv3_g15399.t1,Solyc11g005390.3.1
OG0010598,AT3G48420.1,MELO3C026235T1,NIOBTv3_g15303.t1,Solyc03g111610.3.1
OG0010603,AT3G12590.1,MELO3C023860T1,NIOBTv3_g18172.t1,Solyc06g042950.3.1
OG0010606,AT3G03890.1,MELO3C008805T1,NIOBTv3_g30868.t1,Solyc03g063240.3.1
OG0010607,AT3G63470.1,MELO3C023586T1,NIOBTv3_g31623.t1,Solyc01g087970.3.1
OG0010608,AT3G04950.1,MELO3C015384T1,NIOBTv3_g17816.t1,Solyc02g079130.3.1
OG0010611,AT3G01360.1,MELO3C009921T1,NIOBTv3_g05681.t1,Solyc02g087260.1.1
OG0010613,AT3G54260.1,MELO3C012353T1,NIOBTv3_g17290.t1,Solyc11g006990.2.1
OG0010614,AT3G28180.1,MELO3C021517T1,NIOBTv3_g30722.t1,Solyc02g089640.3.1
OG0010616,AT3G26750.1,MELO3C007866T1,NIOBTv3_g14727.t1,Solyc03g033720.4.1
OG0010619,AT3G55530.1,MELO3C008223T1,NIOBTv3_g28481.t1,Solyc05g053040.3.1
OG0010621,AT3G01460.1,MELO3C009946T1,NIOBTv3_g21138.t1,Solyc05g005640.4.1
OG0010626,AT3G05070.1,MELO3C002180T1,NIOBTv3_g18810.t1,Solyc06g072170.2.1
OG0010629,AT3G01440.1,MELO3C018131T1,NIOBTv3_g27316.t1,Solyc10g006530.4.1
OG0010630,AT3G24110.1,MELO3C006312T1,NIOBTv3_g20194.t1,Solyc09g092020.4.1
OG0010631,AT3G12870.1,MELO3C012619T1,NIOBTv3_g10155.t1,Solyc07g066540.1.1
OG0010632,AT3G28670.1,MELO3C003498T1,NIOBTv3_g34505.t1,Solyc02g014380.3.1
OG0010633,AT3G63390.1,MELO3C001156T1,NIOBTv3_g08668.t1,Solyc12g100320.2.1
OG0010636,AT3G19720.1,MELO3C018688T1,NIOBTv3_g10218.t1,Solyc10g047050.2.1
OG0010639,AT3G28860.1,MELO3C021982T1,NIOBTv3_g07249.t1,Solyc02g087870.3.1
OG0010642,AT3G21200.1,MELO3C006296T1,NIOBTv3_g23245.t1,Solyc03g123880.3.1
OG0010644,AT3G05250.1,MELO3C004279T1,NIOBTv3_g11877.t1,Solyc01g098830.3.1
OG0010647,AT3G23020.1,MELO3C014273T1,NIOBTv3_g32927.t1,Solyc09g083110.3.1
OG0010652,AT3G24160.1,MELO3C006320T1,NIOBTv3_g19483.t1,Solyc09g091820.4.1
OG0010655,AT3G26790.1,MELO3C027255T1,NIOBTv3_g13593.t1,Solyc02g094460.2.1
OG0010657,AT3G18870.1,MELO3C018405T1,NIOBTv3_g33859.t1,Solyc01g109550.2.1
OG0010660,AT3G05320.1,MELO3C021805T1,NIOBTv3_g26574.t1,Solyc02g069240.1.1
OG0010661,AT3G18890.1,MELO3C018409T1,NIOBTv3_g31137.t1,Solyc10g051110.1.1
OG0010662,AT3G10960.1,MELO3C020000T1,NIOBTv3_g09631.t1,Solyc06g050250.1.1
OG0010663,AT3G18620.1,MELO3C024032T1,NIOBTv3_g16499.t1,Solyc04g009380.3.1
OG0010666,AT3G53220.1,MELO3C024468T1,NIOBTv3_g08867.t1,Solyc09g008290.4.1
OG0010667,AT3G53950.1,MELO3C009219T1,NIOBTv3_g09773.t1,Solyc10g086650.1.1
OG0010670,AT3G26610.1,MELO3C011977T1,NIOBTv3_g20849.t1,Solyc05g005040.4.1
OG0010673,AT3G27740.1,MELO3C011808T1,NIOBTv3_g40313.t1,Solyc03g115630.3.1
OG0010675,AT3G60720.1,MELO3C022487T1,NIOBTv3_g32594.t1,Solyc01g091040.3.1
OG0010676,AT3G14075.1,MELO3C022670T1,NIOBTv3_g24977.t1,Solyc03g122280.3.1
OG0010679,AT3G43300.1,MELO3C006224T1,NIOBTv3_g16509.t1,Solyc12g017830.3.1
OG0010680,AT3G27310.1,MELO3C008218T1,NIOBTv3_g15649.t1,Solyc02g093820.4.1
OG0010682,AT3G02110.1,MELO3C022641T1,NIOBTv3_g10745.t1,Solyc02g088820.4.1
OG0010683,AT3G01160.1,MELO3C006009T1,NIOBTv3_g32513.t1,Solyc02g083470.3.1
OG0010684,AT3G63140.1,MELO3C014337T1,NIOBTv3_g13381.t1,Solyc09g065180.3.1
OG0010688,AT3G27340.1,MELO3C014841T1,NIOBTv3_g04693.t1,Solyc02g093730.4.1
OG0010691,AT3G19920.1,MELO3C011751T1,NIOBTv3_g12076.t1,Solyc02g014670.2.1
OG0010693,AT3G55330.1,MELO3C025475T1,NIOBTv3_g33746.t1,Solyc03g114930.3.1
OG0010696,AT3G63170.1,MELO3C015829T1,NIOBTv3_g07772.t1,Solyc06g084260.3.1
OG0010700,AT3G52155.1,MELO3C007986T1,NIOBTv3_g17335.t1,Solyc04g015330.3.1
OG0010701,AT3G05140.1,MELO3C004315T1,NIOBTv3_g12393.t1,Solyc01g098440.3.1
OG0010702,AT3G13490.1,MELO3C014727T1,NIOBTv3_g01702.t1,Solyc01g005540.4.1
OG0010705,AT3G21530.1,MELO3C006587T1,NIOBTv3_g18587.t1,Solyc01g080480.4.1
OG0010709,AT3G56120.1,MELO3C004542T1,NIOBTv3_g15755.t1,Solyc05g006200.4.1
OG0010711,AT3G01180.1,MELO3C009861T1,NIOBTv3_g34390.t1,Solyc02g088000.3.1
OG0010713,AT3G04610.1,MELO3C004398T1,NIOBTv3_g32359.t1,Solyc01g097010.3.1
OG0010723,AT3G01720.1,MELO3C014786T1,NIOBTv3_g34911.t1,Solyc05g008260.3.1
OG0010727,AT3G52190.1,MELO3C019856T1,NIOBTv3_g34114.t1,Solyc11g007780.2.1
OG0010728,AT3G58490.1,MELO3C008990T1,NIOBTv3_g36365.t1,Solyc03g051970.3.1
OG0010730,AT3G60670.1,MELO3C021151T1,NIOBTv3_g28705.t1,Solyc01g091000.4.1
OG0010731,AT3G26380.1,MELO3C010698T1,NIOBTv3_g20633.t1,Solyc05g013720.3.1
OG0010736,AT3G58520.1,MELO3C020117T1,NIOBTv3_g13435.t1,Solyc01g105040.3.1
OG0010740,AT3G55260.1,MELO3C023829T1,NIOBTv3_g00569.t1,Solyc05g054710.3.1
OG0010745,AT3G55270.1,MELO3C023830T1,NIOBTv3_g00568.t1,Solyc05g054700.3.1
OG0010747,AT3G56330.1,MELO3C020140T1,NIOBTv3_g12973.t1,Solyc06g049090.3.1
OG0010749,AT3G24570.1,MELO3C004559T1,NIOBTv3_g19318.t1,Solyc11g071330.3.1
OG0010752,AT3G19990.1,MELO3C005084T1,NIOBTv3_g28406.t1,Solyc11g006360.1.1
OG0010753,AT3G56230.1,MELO3C019990T1,NIOBTv3_g11864.t1,Solyc06g050860.3.1
OG0010759,AT3G02065.2,MELO3C014755T1,NIOBTv3_g33112.t1,Solyc01g006340.3.1
OG0010764,AT3G23700.1,MELO3C017732T1,NIOBTv3_g09840.t1,Solyc09g097910.4.1
OG0010765,AT3G04650.1,MELO3C004395T1,NIOBTv3_g15411.t1,Solyc01g097160.3.1
OG0010766,AT3G25100.1,MELO3C021058T1,NIOBTv3_g41800.t1,Solyc09g059440.1.1
OG0010768,AT3G20740.1,MELO3C018124T1,NIOBTv3_g25903.t1,Solyc07g064090.3.1
OG0010771,AT3G02040.1,MELO3C014925T1,NIOBTv3_g29182.t1,Solyc02g094400.4.1
OG0010775,AT3G15050.1,MELO3C016091T1,NIOBTv3_g22261.t1,Solyc12g014130.2.1
OG0010776,AT3G15140.1,MELO3C025618T1,NIOBTv3_g30631.t1,Solyc07g062750.4.1
OG0010777,AT3G23430.1,MELO3C006404T1,NIOBTv3_g02421.t1,Solyc09g090360.3.1
OG0010780,AT3G15150.1,MELO3C025617T1,NIOBTv3_g13207.t1,Solyc07g062780.3.1
OG0010783,AT3G21360.1,MELO3C024436T1,NIOBTv3_g24871.t1,Solyc03g121040.4.1
OG0010785,AT3G02300.1,MELO3C022048T1,NIOBTv3_g35436.t1,Solyc02g089220.4.1
OG0010786,AT3G47830.1,MELO3C002241T1,NIOBTv3_g16828.t1,Solyc03g113880.4.1
OG0010788,AT3G23400.1,MELO3C006407T1,NIOBTv3_g02418.t1,Solyc09g090330.3.1
OG0010791,AT3G28460.1,MELO3C021484T1,NIOBTv3_g16798.t1,Solyc02g067540.3.1
OG0010792,AT3G50830.1,MELO3C007508T1,NIOBTv3_g34119.t1,Solyc02g065380.3.1
OG0010793,AT3G15120.1,MELO3C019399T1,NIOBTv3_g13206.t1,Solyc07g062770.2.1
OG0010794,AT3G47070.1,MELO3C025865T1,NIOBTv3_g24651.t1,Solyc06g076790.1.1
OG0010795,AT3G21400.1,MELO3C021343T1,NIOBTv3_g37453.t1,Solyc01g067080.3.1
OG0010796,AT3G19840.1,MELO3C024279T1,NIOBTv3_g31003.t1,Solyc04g008700.3.1
OG0010797,AT3G07510.1,MELO3C015727T1,NIOBTv3_g15732.t1,Solyc09g047930.1.1
OG0010804,AT3G27110.1,MELO3C014882T1,NIOBTv3_g10487.t1,Solyc03g005000.4.1
OG0010806,AT3G12930.1,MELO3C016177T1,NIOBTv3_g06062.t1,Solyc07g066460.3.1
OG0010807,AT3G20930.1,MELO3C019891T1,NIOBTv3_g15827.t1,Solyc11g007160.2.1
OG0010813,AT3G47810.2,MELO3C017163T1,NIOBTv3_g06203.t1,Solyc03g113020.3.1
OG0010814,AT3G09430.1,MELO3C009261T1,NIOBTv3_g09362.t1,Solyc09g010710.4.1
OG0010815,AT3G15160.1,MELO3C018085T1,NIOBTv3_g34081.t1,Solyc10g006410.3.1
OG0010816,AT3G63290.1,MELO3C015801T1,NIOBTv3_g36717.t1,Solyc09g065580.4.1
OG0010819,AT3G21300.1,MELO3C024409T1,NIOBTv3_g36019.t1,Solyc03g121260.3.1
OG0010820,AT3G48550.1,MELO3C026206T1,NIOBTv3_g38856.t1,Solyc03g112920.1.1
OG0010821,AT3G10840.1,MELO3C022100T1,NIOBTv3_g09887.t1,Solyc03g095290.3.1
OG0010822,AT3G27925.1,MELO3C021547T1,NIOBTv3_g31212.t1,Solyc02g086830.3.1
