AT5G23090.4	PF00808
AT4G14440.1	PF00378
AT5G05820.1	PF03151
AT1G19340.1	PF05063
AT1G34140.1	PF00076
AT1G34140.1	PF00076
AT1G34140.1	PF00076
AT3G56560.1	PF02365
AT4G00560.1	PF04321
AT2G32390.2	PF00060
AT2G32390.2	PF01094
AT2G32390.2	PF00497
AT3G21260.3	PF08718
AT1G72330.3	PF00155
AT4G09500.1	PF00201
AT3G23550.1	PF01554
AT3G23550.1	PF01554
AT5G25890.1	PF02309
AT5G25890.1	PF02309
AT1G54040.1	PF01344
AT1G54040.1	PF01344
AT1G54040.1	PF13964
AT4G16070.1	PF03893
AT4G16070.1	PF01764
AT1G32970.1	PF17766
AT1G32970.1	PF00082
AT1G47870.1	PF16421
AT1G47870.1	PF02319
AT2G02000.1	PF00282
AT2G21070.2	PF05971
AT2G21070.2	PF05971
AT1G73890.1	PF14368
AT3G58040.1	PF03145
AT3G53650.1	PF00125
AT3G03405.1	PF07734
AT2G41750.1	PF03942
AT5G38100.2	PF03492
AT1G15440.1	PF04003
AT1G15440.1	PF00400
AT1G15440.1	PF00400
AT1G15440.1	PF00400
AT1G15440.1	PF00400
AT1G65630.1	PF13365
AT1G65630.1	PF17815
AT1G19430.1	PF03141
AT3G60350.1	PF12937
AT3G60350.1	PF00514
AT3G60350.1	PF00514
AT3G60350.1	PF00514
AT3G60350.1	PF00514
AT3G60350.1	PF00514
AT3G60350.1	PF00514
AT1G12210.1	PF13855
AT1G12210.1	PF00931
AT1G18040.1	PF00069
AT1G07780.1	PF00697
AT1G07780.3	PF00697
AT1G07780.2	PF00697
AT1G07780.5	PF00697
AT4G21680.1	PF00854
AT1G05600.2	PF13041
AT1G05600.2	PF13041
AT1G05600.2	PF12854
AT1G05600.2	PF01535
AT1G05600.2	PF01535
AT1G05600.2	PF01535
AT1G05600.2	PF01535
AT1G05600.2	PF01535
AT1G05600.1	PF13041
AT1G05600.1	PF13041
AT1G05600.1	PF12854
AT1G05600.1	PF01535
AT1G05600.1	PF01535
AT1G05600.1	PF01535
AT1G05600.1	PF01535
AT1G05600.1	PF01535
AT2G29940.1	PF08370
AT2G29940.1	PF00005
AT2G29940.1	PF00005
AT2G29940.1	PF01061
AT2G29940.1	PF01061
AT2G29940.1	PF14510
AT3G07360.1	PF04564
AT4G02580.1	PF01257
AT3G55270.1	PF00782
AT4G23240.1	PF07714
AT1G29340.1	PF04564
AT1G29340.1	PF00514
AT1G16540.1	PF03473
AT1G16540.1	PF00266
AT1G16540.1	PF00266
AT1G16540.1	PF03476
AT4G15930.1	PF01221
AT3G54810.1	PF00320
AT3G54810.2	PF00320
AT5G35210.2	PF00628
AT5G35210.2	PF02791
AT5G35210.2	PF15612
AT1G63855.2	PF10294
AT1G05580.1	PF00999
AT2G46020.2	PF00271
AT2G46020.2	PF00176
AT5G36320.1	PF05617
AT3G20300.1	PF12056
AT5G61020.2	PF04146
AT5G47080.3	PF01214
AT3G14130.1	PF01070
AT3G61220.1	PF00106
AT3G61220.1	PF13561
AT4G21105.2	PF02238
AT4G31760.1	PF00141
AT5G38660.1	PF11016
AT2G24960.2	PF12776
AT2G24960.2	PF12776
AT2G24960.2	PF12776
AT2G24960.2	PF12776
AT1G73720.1	PF17814
AT1G73720.1	PF00400
AT1G73720.1	PF00400
AT1G73720.1	PF00400
AT1G73720.1	PF00400
AT5G54240.1	PF06764
AT1G63220.2	PF00168
AT3G23190.1	PF05514
AT2G02620.1	PF03107
AT2G02620.1	PF03107
AT2G02620.1	PF03107
AT2G02620.1	PF03107
AT2G02620.1	PF03107
AT1G58370.1	PF02018
AT1G58370.1	PF02018
AT1G58370.1	PF02018
AT1G58370.1	PF00331
AT1G69860.1	PF00854
AT5G25120.1	PF00067
AT1G07740.1	PF01535
AT1G07740.1	PF01535
AT1G07740.1	PF01535
AT1G07740.1	PF13041
AT1G07740.1	PF13041
AT1G07740.1	PF13041
AT5G39960.1	PF14714
AT5G39960.1	PF01926
AT5G39960.1	PF01926
AT5G53340.2	PF13334
AT5G53340.2	PF01762
AT4G00180.1	PF04690
AT2G21920.1	PF08268
AT4G20440.3	PF01423
AT4G20440.1	PF01423
AT4G20440.2	PF01423
AT4G20440.4	PF01423
AT3G27260.1	PF17035
AT3G27260.1	PF00439
AT2G39220.1	PF01734
AT2G22290.1	PF00071
AT5G27820.1	PF00861
AT4G01010.1	PF00520
AT4G01010.1	PF00027
AT3G47690.1	PF03271
AT3G47690.1	PF00307
AT3G15190.1	PF01649
AT2G25290.2	PF00564
AT2G25290.1	PF00564
AT2G25290.3	PF00564
AT3G12660.1	PF02469
AT3G18320.1	PF07734
AT3G18320.1	PF00646
AT3G50310.1	PF00069
AT4G16780.1	PF02183
AT4G16780.1	PF04618
AT4G16780.1	PF00046
AT2G03600.3	PF07168
AT4G09770.2	PF00917
AT4G09770.2	PF00917
AT4G09770.1	PF00917
AT4G09770.1	PF00917
AT5G44200.1	PF00076
AT5G44200.2	PF00076
AT1G50600.1	PF03514
AT3G57600.1	PF00847
AT1G53420.1	PF07714
AT1G53420.1	PF11721
AT2G43570.1	PF00182
AT2G43570.1	PF00182
AT2G43570.1	PF00187
AT2G28560.2	PF08423
AT5G25520.1	PF07500
AT5G25520.1	PF07744
AT2G40760.1	PF17773
AT2G40760.1	PF00581
AT3G09660.1	PF17207
AT3G09660.1	PF17855
AT3G09660.1	PF00493
AT1G24020.1	PF00407
AT1G24020.2	PF00407
AT1G27250.1	PF02671
AT1G26440.1	PF07168
AT3G10750.1	PF08387
AT3G10750.1	PF07723
AT2G36360.5	PF13415
AT2G36360.5	PF13415
AT2G36360.5	PF13415
AT2G36360.5	PF13415
AT2G36360.5	PF13418
AT3G07195.1	PF05627
AT4G03560.1	PF00520
AT4G03560.1	PF00520
AT5G60890.1	PF00249
AT5G60890.1	PF00249
AT5G66940.1	PF02701
AT5G24510.1	PF00428
AT4G19590.1	PF00226
AT5G06730.1	PF00141
AT4G16015.1	PF03107
AT4G16015.1	PF03107
AT4G16015.1	PF03107
AT4G16015.1	PF03107
AT4G16015.1	PF03107
AT4G16015.1	PF03107
AT4G16015.1	PF03107
AT4G20890.1	PF03953
AT4G20890.1	PF00091
AT1G50440.1	PF12906
AT1G50440.2	PF12906
AT1G50440.3	PF12906
AT3G61460.1	PF13639
AT1G70380.1	PF08268
AT1G70380.1	PF00646
AT2G41160.1	PF00627
AT2G41160.1	PF01694
AT3G55130.1	PF01061
AT3G55130.1	PF00005
AT1G55250.4	PF00097
AT5G02800.1	PF00069
AT3G55380.1	PF00179
AT2G17020.1	PF00646
AT3G05470.1	PF02181
AT4G38550.1	PF05278
AT2G16460.2	PF07798
AT2G15460.1	PF00295
AT2G19620.2	PF03096
AT3G48360.1	PF02135
AT3G48360.1	PF00651
AT5G45400.1	PF16900
AT5G45400.1	PF08646
AT5G45400.1	PF01336
AT5G45400.1	PF04057
AT5G16890.1	PF03016
AT1G09340.1	PF01370
AT3G09990.1	PF01733
AT1G09160.1	PF00481
AT1G09160.2	PF00481
AT3G07390.1	PF04526
AT1G04150.1	PF08372
AT1G04150.1	PF00168
AT1G04150.1	PF00168
AT1G04150.1	PF00168
AT1G04150.1	PF00168
AT4G08790.1	PF00795
AT5G39310.1	PF01357
AT5G39310.1	PF03330
AT5G39520.1	PF09366
AT1G51960.1	PF00612
AT1G51960.1	PF00612
AT1G51960.1	PF13178
AT5G07550.1	PF01277
AT2G27050.1	PF04873
AT4G28070.2	PF03969
AT2G37500.2	PF01960
AT3G24255.1	PF13966
AT3G57170.1	PF05024
AT5G08260.1	PF00450
AT1G63170.1	PF13639
AT3G20410.1	PF13499
AT3G20410.1	PF13499
AT3G20410.1	PF00069
AT1G26230.1	PF00118
AT1G70580.2	PF00155
AT1G70580.3	PF00155
AT1G70580.4	PF00155
AT1G70580.1	PF00155
AT1G78700.1	PF05687
AT3G10300.2	PF13202
AT3G10300.2	PF13405
AT4G11700.1	PF04776
AT3G59500.1	PF03878
AT5G01110.1	PF01535
AT5G01110.1	PF01535
AT5G01110.1	PF12854
AT5G01110.1	PF12854
AT5G01110.1	PF13041
AT5G01110.1	PF13041
AT5G01110.1	PF13041
AT5G01110.1	PF13041
AT5G01110.1	PF13041
AT5G01110.1	PF13041
AT1G19715.3	PF01419
AT1G19715.3	PF01419
AT1G19715.3	PF01419
AT5G38270.1	PF00646
AT5G38270.1	PF03478
AT4G26280.1	PF00685
AT5G06850.1	PF08372
AT5G06850.1	PF00168
AT5G06850.1	PF00168
AT5G06850.1	PF00168
AT1G49050.1	PF14543
AT1G49050.1	PF14541
AT1G66040.1	PF02182
AT1G66040.1	PF13445
AT1G66040.1	PF13920
AT1G55325.1	PF11597
AT1G55325.1	PF18296
AT1G65950.1	PF03109
AT5G06690.2	PF00085
AT3G20690.1	PF07734
AT3G20690.1	PF00646
AT3G17450.1	PF04937
AT3G17450.1	PF02892
AT3G17450.1	PF02892
AT3G17450.1	PF05699
AT3G47680.1	PF14303
AT3G12820.1	PF00249
AT3G12820.1	PF00249
AT5G15290.1	PF04535
AT1G21910.1	PF00847
AT3G11870.1	PF00069
AT3G11870.1	PF06479
AT1G20880.1	PF00076
AT1G20880.2	PF00076
AT5G15070.1	PF00328
AT5G15070.1	PF18086
AT1G75000.1	PF01151
AT1G70550.2	PF03080
AT1G70550.2	PF14365
AT2G35520.2	PF02109
AT1G49730.4	PF00069
AT3G12400.1	PF09454
AT3G12400.1	PF05743
AT1G17690.1	PF06862
AT5G46670.1	PF03107
AT5G46670.1	PF03107
AT5G27210.1	PF10160
AT4G09340.1	PF00622
AT4G09340.1	PF10607
AT1G30270.1	PF03822
AT1G30270.1	PF00069
AT2G21790.1	PF02867
AT2G21790.1	PF00317
AT2G21790.1	PF03477
AT3G11700.1	PF02469
AT3G11700.1	PF02469
AT2G29525.3	PF14360
AT2G29525.1	PF14360
AT1G72110.2	PF06974
AT1G72110.2	PF03007
AT3G25740.1	PF00557
AT5G50130.1	PF00106
AT1G09790.1	PF04833
AT3G54020.1	PF14360
AT4G27170.1	PF00234
AT4G24520.2	PF00667
AT4G24520.2	PF00175
AT4G24520.2	PF00258
AT1G65060.2	PF00501
AT3G28230.1	PF09368
AT5G41910.1	PF09748
AT4G27010.1	PF11707
AT4G27010.1	PF16201
AT4G22300.1	PF02230
AT4G35630.1	PF00266
AT2G44650.1	PF00166
AT3G27400.1	PF00544
AT1G56220.4	PF05564
AT5G51590.1	PF03479
AT4G33905.1	PF04117
AT1G33240.1	PF13837
AT1G33240.1	PF13837
AT5G27090.2	PF00319
AT5G63620.1	PF00107
AT5G63620.1	PF08240
AT5G56760.1	PF00132
AT5G56760.1	PF00132
AT5G56760.1	PF06426
AT5G14930.3	PF01764
AT2G36010.2	PF16421
AT2G36010.2	PF02319
AT3G07450.1	PF14368
AT3G62180.1	PF04043
AT2G03030.1	PF01582
AT3G47350.2	PF00106
AT4G09780.1	PF00917
AT4G09780.1	PF00917
AT4G10603.1	PF07333
AT3G28250.1	PF07983
AT1G53705.2	PF08284
AT3G29030.1	PF03330
AT3G29030.1	PF01357
AT3G63120.1	PF08613
AT5G02920.1	PF00646
AT1G54450.1	PF13833
AT1G54450.1	PF17958
AT1G54450.1	PF13499
AT2G24560.1	PF00657
ATCG00480.1	PF00006
ATCG00480.1	PF02874
AT1G59790.1	PF00888
AT4G08170.2	PF05770
AT4G08170.2	PF17927
AT2G37760.5	PF00248
AT3G20997.1	PF07333
AT1G45063.1	PF13966
AT1G45063.1	PF02298
AT1G45063.1	PF02298
AT1G08770.1	PF03208
AT4G34020.1	PF01965
AT4G34020.1	PF01965
AT4G29870.1	PF04756
AT3G48760.1	PF01529
AT1G61520.1	PF00504
AT1G61520.3	PF00504
AT2G20495.2	PF10494
AT4G39980.1	PF01474
AT5G63670.1	PF06093
AT3G44630.1	PF00931
AT3G44630.1	PF01582
AT3G44630.1	PF07725
AT3G44630.2	PF00931
AT3G44630.2	PF01582
AT3G44630.2	PF07725
AT4G36810.1	PF00348
AT1G48040.1	PF00481
AT5G19980.1	PF03151
AT2G22170.1	PF01477
AT5G05470.1	PF00575
AT5G05470.1	PF07541
AT2G24850.1	PF00155
AT3G17980.1	PF00168
AT5G43940.1	PF08240
AT5G43940.1	PF00107
AT1G61430.1	PF00954
AT1G61430.1	PF07714
AT1G61430.1	PF11883
AT1G61430.1	PF08276
AT1G61430.1	PF01453
AT1G09710.2	PF00249
AT2G27570.1	PF00685
AT2G27570.1	PF00685
AT2G27570.1	PF00685
AT2G45770.1	PF02881
AT2G45770.1	PF00448
AT2G33290.1	PF02182
AT2G33290.1	PF05033
AT2G33290.1	PF00856
AT1G66390.1	PF00249
AT1G66390.1	PF00249
AT5G04600.1	PF00076
AT3G30280.1	PF02458
AT4G38120.2	PF13251
AT5G11910.1	PF12146
AT1G10060.2	PF01063
AT4G39530.1	PF01535
AT4G39530.1	PF01535
AT4G39530.1	PF01535
AT4G39530.1	PF01535
AT4G39530.1	PF01535
AT4G39530.1	PF01535
AT4G39530.1	PF01535
AT4G39530.1	PF01535
AT4G39530.1	PF01535
AT4G39530.1	PF13041
AT4G39530.1	PF13041
AT4G39530.1	PF13041
AT1G15215.1	PF16719
AT2G42130.4	PF04755
AT5G42490.1	PF11995
AT5G42490.1	PF00225
AT3G53840.1	PF13947
AT3G53840.1	PF00069
AT5G49120.1	PF04570
AT1G06590.1	PF12862
AT5G43810.2	PF02171
AT5G43810.2	PF16487
AT5G43810.2	PF02170
AT5G43810.2	PF08699
AT5G43810.2	PF16488
AT5G43810.2	PF16486
AT5G43810.1	PF02171
AT5G43810.1	PF16487
AT5G43810.1	PF02170
AT5G43810.1	PF08699
AT5G43810.1	PF16488
AT5G43810.1	PF16486
AT2G47970.1	PF11543
AT2G47970.1	PF05021
AT2G31880.1	PF13855
AT2G31880.1	PF00069
AT5G55130.1	PF00581
AT5G55130.1	PF00899
AT3G13000.2	PF04784
AT3G13000.2	PF14389
AT4G31420.2	PF12756
AT3G52950.1	PF00571
AT3G52950.1	PF00571
AT3G52950.1	PF00571
AT3G52950.1	PF00571
AT3G52950.1	PF00564
AT3G52950.2	PF00571
AT3G52950.2	PF00571
AT3G52950.2	PF00571
AT3G52950.2	PF00571
AT3G52950.2	PF00564
AT4G29910.1	PF14630
AT3G50080.1	PF00646
AT3G50080.1	PF13516
AT1G52830.1	PF02309
AT4G03820.1	PF12056
AT5G28050.2	PF00383
AT1G45545.1	PF05701
AT1G45545.1	PF05701
AT3G63490.1	PF00687
AT4G32420.2	PF00160
AT4G12390.1	PF04043
AT4G16144.1	PF01398
AT4G16144.1	PF08969
AT5G15610.1	PF01399
AT5G15610.1	PF18005
AT3G14510.1	PF00348
AT2G31060.2	PF00679
AT2G31060.2	PF00009
AT3G15355.1	PF00179
AT1G66450.1	PF03107
AT1G66450.1	PF03107
AT1G66450.1	PF03107
AT1G66450.1	PF03107
AT1G66450.1	PF03107
AT1G66450.1	PF03107
AT4G34470.1	PF01466
AT4G34470.1	PF03931
AT3G57050.3	PF01053
AT5G15280.1	PF13041
AT5G15280.1	PF13041
AT5G15280.1	PF13041
AT5G15280.1	PF01535
AT5G15280.1	PF01535
AT5G15280.1	PF01535
AT5G15280.1	PF01535
AT5G15280.1	PF01535
AT5G15280.1	PF01535
AT5G15280.1	PF01535
AT3G53930.1	PF00069
AT1G21650.1	PF07516
AT1G21650.1	PF01043
AT1G21650.1	PF07517
AT3G59950.2	PF03416
AT3G26420.1	PF00076
AT3G26420.1	PF00098
AT1G79670.2	PF08488
AT1G79670.2	PF00069
AT1G79670.2	PF13947
AT1G56040.1	PF04564
AT5G45990.1	PF02184
AT4G14910.1	PF00475
AT5G04320.2	PF07557
AT4G20530.1	PF01657
AT4G20530.1	PF06721
AT4G20530.1	PF06721
AT4G20630.1	PF01657
AT4G20630.1	PF06721
AT4G20630.1	PF06721
AT4G20540.1	PF01657
AT4G20540.1	PF06721
AT4G20540.1	PF06721
AT1G11080.2	PF00450
AT2G07120.1	PF07734
AT2G42000.1	PF02068
AT4G15670.1	PF00462
AT1G23570.1	PF02713
AT2G13960.1	PF00249
AT2G31920.1	PF06075
AT2G31920.1	PF06075
AT5G04770.1	PF13906
AT5G04770.1	PF13520
AT5G39865.1	PF00462
AT3G45840.1	PF03107
AT3G45840.1	PF03107
AT3G45840.1	PF03107
AT3G45840.1	PF03107
AT2G45950.2	PF01466
AT4G19580.1	PF00226
AT4G19580.1	PF03716
AT2G03730.2	PF01842
AT2G03730.2	PF01842
AT2G03730.2	PF01842
AT2G03730.1	PF01842
AT2G03730.1	PF01842
AT2G03730.1	PF01842
AT5G02910.1	PF00646
AT5G25960.1	PF14365
AT5G25960.1	PF03080
AT3G19470.2	PF07734
AT3G19470.1	PF07734
AT3G05327.1	PF08613
AT2G01918.1	PF05757
AT1G54390.5	PF12998
AT5G66060.1	PF13640
AT4G35500.2	PF00069
AT4G35500.2	PF00069
AT1G23500.1	PF00657
AT2G13820.2	PF14368
AT1G60860.1	PF16746
AT1G60860.1	PF01412
AT1G60860.1	PF12796
AT1G60860.1	PF00169
AT1G09330.1	PF05832
AT5G57350.2	PF00702
AT5G57350.2	PF00122
AT5G57350.2	PF00690
AT5G57350.1	PF00702
AT5G57350.1	PF00122
AT5G57350.1	PF00690
AT4G39100.1	PF00628
AT4G39100.1	PF01426
AT4G25730.1	PF11861
AT4G25730.1	PF07780
AT4G25730.1	PF01728
AT5G65683.1	PF00092
AT5G65683.1	PF17123
AT5G48650.1	PF02136
AT5G48650.1	PF00076
AT4G06634.2	PF00096
AT4G06634.2	PF00096
AT2G29930.3	PF07723
AT2G29930.3	PF00646
AT2G29930.1	PF07723
AT2G29930.1	PF00646
AT5G57920.1	PF02298
AT5G57280.1	PF12589
AT5G57280.1	PF08241
AT1G17130.1	PF04502
AT3G29290.1	PF13041
AT3G29290.1	PF13041
AT3G29290.1	PF13041
AT3G29290.1	PF13041
AT3G29290.1	PF01535
AT3G29290.1	PF01535
AT3G29290.1	PF01535
AT3G29290.1	PF01535
AT2G28880.1	PF00117
AT2G28880.1	PF00117
AT2G28880.1	PF04715
AT2G28880.1	PF00425
AT1G79930.2	PF00012
AT3G19130.1	PF00076
AT3G19130.1	PF00076
AT3G19130.1	PF00076
AT2G41520.2	PF00226
AT5G57370.1	PF08648
AT4G09012.1	PF09809
AT5G01030.1	PF12043
AT5G01030.1	PF12043
AT5G01030.2	PF12043
AT5G01030.2	PF12043
AT5G66770.1	PF03514
AT5G08390.1	PF00400
AT5G08390.1	PF00400
AT5G08390.1	PF00400
AT5G08390.1	PF00400
AT5G08390.1	PF00400
AT5G08390.1	PF13925
AT3G60740.1	PF12612
AT3G15390.2	PF08590
AT1G60900.1	PF00076
AT1G18090.2	PF00752
AT1G18090.2	PF00867
AT5G18636.1	PF14392
AT5G18636.1	PF14111
AT2G32050.1	PF04502
AT1G49900.1	PF13912
AT1G49900.1	PF13912
AT1G49900.1	PF13912
AT1G49900.1	PF13912
AT4G38370.1	PF00300
ATCG00140.1	PF00137
AT5G15390.1	PF00588
AT1G32250.1	PF13499
AT1G32250.1	PF13499
AT3G56060.1	PF00732
AT3G56060.1	PF05199
AT1G70420.1	PF07816
AT2G22850.1	PF00170
AT2G22850.2	PF00170
AT2G25350.1	PF00787
AT5G40420.1	PF01277
AT3G02310.1	PF01486
AT3G02310.1	PF00319
AT5G66200.1	PF00514
AT1G56590.1	PF00928
AT3G50960.1	PF00085
AT4G14730.1	PF01027
AT4G32760.1	PF00790
AT4G32760.1	PF03127
AT5G27920.1	PF13516
AT5G27920.1	PF13516
AT5G27920.1	PF13516
AT5G27920.1	PF13516
AT5G27920.1	PF13516
AT1G27595.1	PF12295
AT1G06400.1	PF00071
AT3G20750.1	PF00320
AT1G14370.1	PF07714
AT4G26640.2	PF03106
AT4G26640.2	PF03106
AT1G18130.1	PF03129
AT5G54590.2	PF07714
AT1G54010.1	PF00657
AT3G51960.1	PF07716
AT4G12590.1	PF01956
AT3G51270.2	PF09202
AT3G51270.2	PF01163
AT5G45800.1	PF13855
AT5G45800.1	PF13855
AT5G45800.1	PF13855
AT5G45800.1	PF07714
AT3G47440.1	PF00230
AT3G09640.1	PF00141
AT3G09640.2	PF00141
ATCG00120.1	PF00306
ATCG00120.1	PF00006
ATCG00120.1	PF02874
AT1G20696.2	PF00505
AT3G11850.1	PF04576
AT3G11850.2	PF04576
AT1G56340.1	PF00262
AT1G56340.1	PF00262
AT5G38690.1	PF10497
AT1G50580.1	PF00201
AT4G01850.1	PF00438
AT4G01850.1	PF02773
AT4G01850.1	PF02772
AT4G01850.2	PF00438
AT4G01850.2	PF02773
AT4G01850.2	PF02772
AT4G38680.1	PF00098
AT4G38680.1	PF00098
AT4G38680.1	PF00313
AT4G16340.1	PF14429
AT4G16340.1	PF06920
AT2G26650.1	PF00027
AT2G26650.1	PF12796
AT2G26650.1	PF12796
AT2G26650.1	PF00520
AT2G26650.1	PF11834
AT1G10130.1	PF00122
AT1G10130.1	PF00702
AT1G10130.1	PF00690
AT1G10130.1	PF00689
AT1G10130.1	PF13246
AT3G22510.1	PF10273
AT3G06340.2	PF00226
AT3G06340.2	PF11926
AT3G06340.3	PF00226
AT3G06340.3	PF11926
AT3G06340.1	PF00226
AT3G06340.1	PF11926
AT1G02080.1	PF12842
AT1G02080.1	PF04054
AT1G02080.1	PF16415
AT1G02080.1	PF16418
AT1G02080.1	PF16417
AT5G46940.1	PF04043
AT1G71420.1	PF13812
AT1G71420.1	PF01535
AT1G71420.1	PF01535
AT1G71420.1	PF01535
AT1G71420.1	PF01535
AT1G71420.1	PF01535
AT1G71420.1	PF14432
AT1G71420.1	PF13041
AT3G51690.1	PF05970
AT4G37110.1	PF10497
AT3G50350.1	PF07939
AT1G72280.1	PF04137
AT4G35030.1	PF00069
AT1G21080.2	PF14308
AT4G17570.2	PF13919
AT4G17570.2	PF00320
AT3G02260.1	PF00569
AT3G02260.1	PF13764
AT4G26460.1	PF03492
AT5G14740.5	PF00484
AT2G39200.1	PF03094
AT4G11880.1	PF00319
AT4G11880.1	PF01486
AT2G39470.2	PF01789
AT1G44446.1	PF08417
AT1G44446.1	PF00355
AT1G44160.1	PF01556
AT3G02970.1	PF04674
AT3G16260.1	PF13691
AT1G47490.2	PF00076
AT1G47490.2	PF00076
AT2G34440.1	PF00319
AT4G00910.1	PF11744
AT5G54780.1	PF00566
AT1G09380.1	PF00892
AT1G09380.1	PF00892
AT2G34300.2	PF03141
AT2G34300.1	PF03141
AT1G58807.1	PF18052
AT1G58807.1	PF00931
AT2G16630.1	PF01190
AT3G19720.2	PF00350
AT2G44490.1	PF00232
AT2G37790.1	PF00248
AT1G22090.1	PF04776
AT4G29970.1	PF00646
AT4G29970.1	PF08268
AT3G59760.2	PF00291
AT5G43140.1	PF04117
AT4G30920.1	PF02789
AT4G30920.1	PF00883
AT4G09020.1	PF02922
AT4G09020.1	PF00128
AT4G35140.1	PF00400
AT4G35140.1	PF00400
AT2G07681.1	PF01578
AT5G27840.2	PF00149
AT5G27840.2	PF16891
AT1G67950.3	PF00076
AT3G53600.1	PF13912
AT3G53600.1	PF13912
AT3G45275.1	PF05617
AT2G15590.2	PF07939
AT1G71697.1	PF04428
AT1G71697.1	PF01633
AT5G62890.2	PF00860
AT5G62890.1	PF00860
AT5G62890.3	PF00860
AT5G43600.1	PF01546
AT5G45540.1	PF04578
AT5G45540.1	PF13968
AT3G29360.2	PF03721
AT3G29360.2	PF00984
AT3G29360.2	PF03720
AT3G29360.1	PF03721
AT3G29360.1	PF00984
AT3G29360.1	PF03720
AT1G28650.1	PF00657
AT3G32980.1	PF00141
AT5G15810.1	PF02005
AT4G11521.1	PF01657
AT4G11521.1	PF01657
AT3G20320.2	PF02470
AT1G60260.1	PF00232
AT1G60260.1	PF00232
AT1G25360.1	PF14432
AT1G25360.1	PF01535
AT1G25360.1	PF01535
AT1G25360.1	PF01535
AT1G25360.1	PF01535
AT1G25360.1	PF01535
AT1G25360.1	PF01535
AT1G25360.1	PF01535
AT1G25360.1	PF01535
AT1G25360.1	PF13041
AT1G25360.1	PF13041
AT1G25360.1	PF13041
AT3G22640.1	PF00190
AT3G22640.1	PF00190
AT5G14480.1	PF04724
AT1G65681.1	PF03330
AT1G65681.1	PF01357
AT1G63880.1	PF00931
AT1G63880.1	PF01582
AT1G63880.1	PF07725
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF01535
AT1G77010.1	PF13041
AT1G77010.1	PF12854
AT5G51150.1	PF15982
AT5G51150.1	PF02466
AT3G28610.1	PF14363
AT3G28610.1	PF00004
AT2G27940.1	PF13639
AT1G67600.1	PF02681
AT1G02580.1	PF18264
AT1G02580.1	PF00856
AT2G36160.1	PF00411
AT5G63950.1	PF00271
AT5G63950.1	PF00176
AT2G40150.1	PF14416
AT2G40150.1	PF13839
AT3G14110.2	PF13424
AT4G24760.1	PF12146
AT1G48000.1	PF00249
AT1G48000.1	PF00249
AT3G28770.1	PF06746
AT3G28770.1	PF06746
AT2G36260.1	PF01521
AT5G43990.2	PF00856
AT5G43990.2	PF05033
AT5G43990.2	PF10440
AT4G38350.2	PF02460
AT4G38350.2	PF02460
AT4G38350.2	PF16414
AT5G50860.1	PF00069
AT2G47650.1	PF16363
AT4G16270.1	PF00141
AT4G37240.1	PF14009
AT5G60590.2	PF01300
AT3G55620.1	PF01912
AT1G01880.1	PF00752
AT1G01880.1	PF00867
AT2G43870.1	PF00295
AT4G35740.2	PF16124
AT4G35740.2	PF00271
AT2G33740.1	PF03091
AT1G74910.3	PF00483
AT1G74910.3	PF00132
AT5G20935.1	PF11347
AT5G61820.1	PF07712
AT3G05545.1	PF13639
AT5G59570.1	PF00249
AT5G15300.1	PF01535
AT5G15300.1	PF01535
AT5G15300.1	PF01535
AT5G15300.1	PF01535
AT5G15300.1	PF13041
AT5G15300.1	PF13041
AT2G14580.1	PF00188
AT3G56190.1	PF14938
AT3G60090.1	PF05678
AT4G23040.1	PF14555
AT4G23040.1	PF00789
AT1G31090.1	PF08268
AT1G31090.1	PF00646
AT3G59100.1	PF02364
AT3G59100.1	PF02364
AT3G59100.1	PF14288
AT3G59100.1	PF04652
AT2G18560.1	PF00201
AT3G66658.2	PF00171
AT4G37060.1	PF01734
AT2G43190.3	PF01868
AT2G43190.2	PF01868
AT1G26100.1	PF03188
AT2G43820.1	PF00201
AT5G09860.1	PF11957
AT5G44640.1	PF00232
AT5G62970.1	PF08387
AT5G62970.1	PF07723
AT1G75580.1	PF02519
AT5G16190.1	PF13632
AT1G61215.1	PF00439
AT4G31840.1	PF02298
AT5G19620.1	PF01103
AT4G36780.1	PF05687
AT1G12750.2	PF01694
AT1G12750.1	PF01694
AT1G12750.3	PF01694
AT3G53310.1	PF02362
AT2G47880.1	PF00462
AT2G32320.1	PF14413
AT2G32320.1	PF14413
AT2G32320.1	PF04446
AT2G32320.1	PF04446
AT3G23280.1	PF13857
AT3G23280.1	PF13920
AT3G51070.1	PF03141
AT5G13790.1	PF00319
AT5G13790.1	PF01486
AT3G63510.1	PF01207
AT5G38390.1	PF08387
AT5G38390.1	PF00646
AT1G15920.1	PF04857
AT1G15920.1	PF04857
AT1G15920.2	PF04857
AT1G15920.2	PF04857
AT4G18197.1	PF16913
AT4G09750.1	PF00106
AT3G47720.1	PF12174
AT4G15330.1	PF00067
AT2G31240.1	PF13374
AT2G31240.1	PF13424
AT2G31240.1	PF13424
AT2G31240.1	PF13181
AT3G46900.1	PF04145
AT3G46900.1	PF04145
AT5G23870.1	PF03283
