IPR011545	DEAD/DEAH box helicase domain
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR000225	Armadillo
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR001223	Glycoside hydrolase family 18, catalytic domain

IPR002921	Fungal lipase-like domain
IPR041266	EDS1, EP domain
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase
IPR001841	Zinc finger, RING-type
IPR007527	Zinc finger, SWIM-type
IPR007527	Zinc finger, SWIM-type
IPR000719	Protein kinase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000014	PAS domain
IPR013767	PAS fold
IPR000700	PAS-associated, C-terminal
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000014	PAS domain
IPR004368	Translation initiation factor IF-1
IPR006196	RNA-binding domain, S1, IF1 type
IPR006196	RNA-binding domain, S1, IF1 type
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR001789	Signal transduction response regulator, receiver domain
IPR001789	Signal transduction response regulator, receiver domain
IPR003676	Small auxin-up RNA
IPR003676	Small auxin-up RNA
IPR001932	PPM-type phosphatase domain
IPR001932	PPM-type phosphatase domain
IPR013189	Glycosyl hydrolase family 32, C-terminal
IPR013148	Glycosyl hydrolase family 32, N-terminal
IPR000608	Ubiquitin-conjugating enzyme E2
IPR000608	Ubiquitin-conjugating enzyme E2
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR000073	Alpha/beta hydrolase fold-1
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002305	Aminoacyl-tRNA synthetase, class Ic
IPR025558	Domain of unknown function DUF4283
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR013969	Oligosaccharide biosynthesis protein Alg14-like
IPR004367	Cyclin, C-terminal domain
IPR006671	Cyclin, N-terminal
IPR002921	Fungal lipase-like domain
IPR006045	Cupin 1
IPR001929	Germin
IPR001929	Germin
IPR001929	Germin
IPR001304	C-type lectin-like
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001304	C-type lectin-like
IPR000719	Protein kinase domain
IPR016040	NAD(P)-binding domain
IPR020683	Ankyrin repeat-containing domain
IPR041367	E3 ligase, CCCH-type zinc finger
IPR000571	Zinc finger, CCCH-type
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat




IPR002182	NB-ARC
IPR013057	Amino acid transporter, transmembrane domain
IPR000047	Helix-turn-helix motif
IPR000047	Helix-turn-helix motif
IPR001356	Homeobox domain
IPR001356	Homeobox domain
IPR015527	Peptidase C26, gamma-glutamyl hydrolase
IPR011697	Peptidase C26
IPR000757	Glycoside hydrolase family 16
IPR000757	Glycoside hydrolase family 16
IPR010713	Xyloglucan endo-transglycosylase, C-terminal
IPR026057	PC-Esterase
IPR025846	PMR5 N-terminal domain
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR009818	Ataxin-2, C-terminal
IPR001509	NAD-dependent epimerase/dehydratase
IPR000073	Alpha/beta hydrolase fold-1
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR000639	Epoxide hydrolase-like
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001202	WW domain
IPR001202	WW domain
IPR001202	WW domain
IPR001202	WW domain
IPR000270	PB1 domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000270	PB1 domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000836	Phosphoribosyltransferase domain
IPR029099	Ribose-phosphate pyrophosphokinase, N-terminal domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001220	Legume lectin domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR003675	CAAX prenyl protease 2
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR000864	Proteinase inhibitor I13, potato inhibitor I
IPR000864	Proteinase inhibitor I13, potato inhibitor I
IPR000864	Proteinase inhibitor I13, potato inhibitor I
IPR000864	Proteinase inhibitor I13, potato inhibitor I
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain

IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR010820	UBA-like domain DUF1421
IPR002641	Patatin-like phospholipase domain
IPR002641	Patatin-like phospholipase domain
IPR013087	Zinc finger C2H2-type
IPR013087	Zinc finger C2H2-type
IPR017888	CYC/TB1, R domain
IPR017887	Transcription factor TCP subgroup
IPR017887	Transcription factor TCP subgroup
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR009902	Protein of unknown function DUF1442
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR001876	Zinc finger, RanBP2-type
IPR004277	Phosphatidyl serine synthase
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR000007	Tubby, C-terminal
IPR025558	Domain of unknown function DUF4283
IPR025558	Domain of unknown function DUF4283
IPR001117	Multicopper oxidase, type 1
IPR011706	Multicopper oxidase, type 2
IPR011707	Multicopper oxidase, type 3
IPR017761	Laccase
IPR000595	Cyclic nucleotide-binding domain
IPR005821	Ion transport domain
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR000595	Cyclic nucleotide-binding domain
IPR025558	Domain of unknown function DUF4283
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002625	Smr domain

IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain
IPR010021	HAD-superfamily phosphatase, YqeG-like
IPR006549	HAD-superfamily hydrolase,subfamily IIIA
IPR027706	Mitochondrial PGP phosphatase
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR024788	Malectin-like domain

IPR017877	Myb-like domain
IPR000047	Helix-turn-helix motif
IPR000047	Helix-turn-helix motif
IPR001356	Homeobox domain
IPR001356	Homeobox domain
IPR021864	Protein of unknown function DUF3475
IPR007700	Protein of unknown function DUF668
IPR012438	Protein of unknown function DUF1639
IPR001380	Ribosomal protein L13e
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR022796	Chlorophyll A-B binding protein
IPR006476	Conserved hypothetical protein CHP01589, plant
IPR006476	Conserved hypothetical protein CHP01589, plant
IPR023341	MABP domain
IPR001356	Homeobox domain
IPR002913	START domain
IPR001356	Homeobox domain
IPR002913	START domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR007369	Peptidase A22B, signal peptide peptidase
IPR003441	NAC domain
IPR003441	NAC domain
IPR005282	Lysosomal cystine transporter
IPR006603	PQ-loop repeat
IPR006603	PQ-loop repeat
IPR029480	Transposase-associated domain

IPR002423	Chaperonin Cpn60/TCP-1 family
IPR017998	Chaperone tailless complex polypeptide 1 (TCP-1)
IPR017998	Chaperone tailless complex polypeptide 1 (TCP-1)
IPR017998	Chaperone tailless complex polypeptide 1 (TCP-1)
IPR017998	Chaperone tailless complex polypeptide 1 (TCP-1)
IPR017998	Chaperone tailless complex polypeptide 1 (TCP-1)
IPR006016	UspA
IPR006015	Universal stress protein A family
IPR006015	Universal stress protein A family
IPR032472	Argonaute linker 2 domain
IPR003100	PAZ domain
IPR032473	Protein argonaute, Mid domain
IPR032474	Protein argonaute, N-terminal
IPR014811	Argonaute, linker 1 domain
IPR003165	Piwi domain
IPR003100	PAZ domain
IPR003165	Piwi domain
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase
IPR002293	Amino acid/polyamine transporter I
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR011502	Nucleoporin Nup85-like


IPR013087	Zinc finger C2H2-type
IPR013087	Zinc finger C2H2-type
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR006379	HAD-superfamily hydrolase, subfamily IIB
IPR005002	Phosphomannomutase
IPR040801	Ski2, N-terminal domain
IPR025696	rRNA-processing arch domain
IPR011545	DEAD/DEAH box helicase domain
IPR001650	Helicase, C-terminal
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR012961	ATP-dependent RNA helicase Ski2, C-terminal
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR025875	Leucine rich repeat 4
IPR007274	Ctr copper transporter
IPR007274	Ctr copper transporter
IPR001005	SANT/Myb domain
IPR001005	SANT/Myb domain
IPR017930	Myb domain
IPR017930	Myb domain
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR004554	Hydroxymethylglutaryl-CoA reductase, eukaryotic/archaeal type
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR007696	DNA mismatch repair protein MutS, core
IPR007861	DNA mismatch repair protein MutS, clamp
IPR000432	DNA mismatch repair protein MutS, C-terminal
IPR004046	Glutathione S-transferase, C-terminal
IPR010987	Glutathione S-transferase, C-terminal-like
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR022495	Serine/threonine-protein kinase Bud32
IPR041694	Oxidoreductase, N-terminal domain
IPR001926	Pyridoxal-phosphate dependent enzyme
IPR004450	Threonine synthase-like
IPR003245	Phytocyanin domain
IPR003245	Phytocyanin domain
IPR006076	FAD dependent oxidoreductase
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002487	Transcription factor, K-box
IPR002487	Transcription factor, K-box
IPR002100	Transcription factor, MADS-box
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR011545	DEAD/DEAH box helicase domain
IPR001650	Helicase, C-terminal
IPR014014	RNA helicase, DEAD-box type, Q motif
IPR001650	Helicase, C-terminal
IPR010341	Protein of unknown function DUF936, plant
IPR010341	Protein of unknown function DUF936, plant
IPR011706	Multicopper oxidase, type 2
IPR011707	Multicopper oxidase, type 3
IPR001117	Multicopper oxidase, type 1
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase
IPR007330	MIT
IPR015415	Vps4 oligomerisation, C-terminal
IPR003959	ATPase, AAA-type, core
IPR017899	Vacuolar protein sorting-associated, VPS28, C-terminal
IPR017898	Vacuolar protein sorting-associated, VPS28, N-terminal
IPR007143	Vacuolar protein sorting-associated Vps28
IPR032263	ATP-citrate synthase, citrate-binding domain
IPR013650	ATP-grasp fold, succinyl-CoA synthetase-type
IPR001251	CRAL-TRIO lipid binding domain
IPR001251	CRAL-TRIO lipid binding domain
IPR002912	ACT domain
IPR002912	ACT domain
IPR002912	ACT domain
IPR002912	ACT domain
IPR025287	Wall-associated receptor kinase, galacturonan-binding domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR019191	Essential protein Yae1, N-terminal
IPR000825	SUF system FeS cluster assembly, SufBD
IPR011542	SUF system FeS cluster assembly, SufD
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR026992	Non-haem dioxygenase N-terminal domain
IPR001810	F-box domain
IPR017986	WD40-repeat-containing domain
IPR009806	Photosystem II PsbW, class 2
IPR006501	Pectinesterase inhibitor domain
IPR006501	Pectinesterase inhibitor domain
IPR015410	Domain of unknown function DUF1985
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR008889	VQ
IPR002048	EF-hand domain

IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR010914	RsgA GTPase domain
IPR010914	RsgA GTPase domain
IPR010914	RsgA GTPase domain
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR009009	RlpA-like protein, double-psi beta-barrel domain
IPR007112	Expansin/pollen allergen, DPBB domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR007493	Protein of unknown function DUF538
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR001810	F-box domain
IPR001810	F-box domain
IPR001849	Pleckstrin homology domain
IPR001849	Pleckstrin homology domain
IPR006461	PLAC8 motif-containing protein
IPR006461	PLAC8 motif-containing protein
IPR004023	Mago nashi protein
IPR019084	Stm1-like, N-terminal
IPR006861	Hyaluronan/mRNA-binding protein
IPR001898	Solute carrier family 13
IPR001898	Solute carrier family 13
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR006121	Heavy metal-associated domain, HMA
IPR006121	Heavy metal-associated domain, HMA
IPR003406	Glycosyl transferase, family 14
IPR032154	Coatomer subunit gamma, C-terminal
IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal
IPR013040	Coatomer, gamma subunit, appendage, Ig-like subdomain
IPR000620	EamA domain
IPR000620	EamA domain
IPR003406	Glycosyl transferase, family 14
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR028275	Clustered mitochondria protein, N-terminal


IPR033646	CLU central domain
IPR019734	Tetratricopeptide repeat
IPR025697	CLU domain
IPR019734	Tetratricopeptide repeat
IPR002487	Transcription factor, K-box
IPR002487	Transcription factor, K-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR013087	Zinc finger C2H2-type
IPR019084	Stm1-like, N-terminal
IPR006861	Hyaluronan/mRNA-binding protein
IPR020846	Major facilitator superfamily domain
IPR005828	Major facilitator,  sugar transporter-like
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR001251	CRAL-TRIO lipid binding domain
IPR001251	CRAL-TRIO lipid binding domain
IPR004695	Voltage-dependent anion channel
IPR026057	PC-Esterase
IPR025846	PMR5 N-terminal domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR025287	Wall-associated receptor kinase, galacturonan-binding domain
IPR000719	Protein kinase domain
IPR032691	Guanine nucleotide exchange factor, N-terminal
IPR032629	Mon2, dimerisation and cyclophilin-binding domain
IPR000904	Sec7 domain
IPR032817	Mon2, C-terminal
IPR000904	Sec7 domain
IPR015403	Sec7, C-terminal
IPR019400	Peptidase C65, otubain
IPR003323	OTU domain
IPR035426	Gemin2/Brr1

IPR013087	Zinc finger C2H2-type
IPR003084	Histone deacetylase
IPR003084	Histone deacetylase
IPR003084	Histone deacetylase
IPR003084	Histone deacetylase
IPR003084	Histone deacetylase
IPR003084	Histone deacetylase
IPR003084	Histone deacetylase
IPR000286	Histone deacetylase family
IPR000286	Histone deacetylase family
IPR000286	Histone deacetylase family
IPR023801	Histone deacetylase domain
IPR013130	Ferric reductase transmembrane component-like domain
IPR017927	FAD-binding domain, ferredoxin reductase-type
IPR013121	Ferric reductase, NAD binding domain
IPR013112	FAD-binding 8
IPR004333	SBP domain
IPR004333	SBP domain
IPR003480	Transferase
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type

IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR007275	YTH domain
IPR007275	YTH domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR023115	Translation initiation factor IF- 2, domain 3
IPR000178	Translation initiation factor aIF-2, bacterial-like
IPR005225	Small GTP-binding protein domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR001024	PLAT/LH2 domain
IPR001024	PLAT/LH2 domain
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR006674	HD domain
IPR041567	COI1, F-box
IPR041101	Transport inhibitor response 1 domain
IPR013892	Cytochrome c oxidase biogenesis protein Cmc1-like
IPR000048	IQ motif, EF-hand binding site
IPR009902	Protein of unknown function DUF1442
IPR009902	Protein of unknown function DUF1442
IPR018121	Seven-in-absentia protein, TRAF-like domain
IPR013010	Zinc finger, SIAH-type
IPR001841	Zinc finger, RING-type
IPR008254	Flavodoxin/nitric oxide synthase
IPR010089	Flavoprotein WrbA-like
IPR005025	NADPH-dependent FMN reductase-like
IPR001852	Pyridoxal 5'-phosphate synthase subunit PdxS/SNZ
IPR033755	PdxS/SNZ N-terminal domain

IPR002156	Ribonuclease H domain
IPR002156	Ribonuclease H domain
IPR004698	Zinc/iron permease, fungal/plant
IPR003689	Zinc/iron permease
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR021131	Ribosomal protein L18e/L15P
IPR021775	Protein of unknown function DUF3339
IPR002903	Ribosomal RNA small subunit methyltransferase H
IPR002903	Ribosomal RNA small subunit methyltransferase H
IPR029190	Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain
IPR029188	Ribosomal RNA-processing protein 14, N-terminal
IPR014044	CAP domain
IPR008502	Prolamin-like domain
IPR025322	Protein of unknown function DUF4228, plant
IPR000225	Armadillo
IPR000225	Armadillo
IPR021133	HEAT, type 2
IPR000225	Armadillo
IPR000225	Armadillo
IPR033120	Hotdog acyl-CoA thioesterase (ACOT)-type domain
IPR006683	Thioesterase domain
IPR033120	Hotdog acyl-CoA thioesterase (ACOT)-type domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR008278	4'-phosphopantetheinyl transferase domain
IPR006852	Protein of unknown function DUF616
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR013666	Pleckstrin-like, plant
IPR008546	Domain of unknown function DUF828
IPR001849	Pleckstrin homology domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR009071	High mobility group box domain
IPR001606	ARID DNA-binding domain
IPR009071	High mobility group box domain
IPR001606	ARID DNA-binding domain
IPR002731	ATPase, BadF/BadG/BcrA/BcrD type
IPR006073	GTP binding domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR021881	NPK1-activating kinesin-like protein, C-terminal
IPR031781	SF3A2 domain
IPR000690	Matrin/U1-C, C2H2-type zinc finger
IPR000873	AMP-dependent synthetase/ligase
IPR025110	AMP-binding enzyme, C-terminal domain
IPR001296	Glycosyl transferase, family 1
IPR000368	Sucrose synthase
IPR006380	Sucrose-phosphatase-like, N-terminal
IPR012819	Sucrose phosphate synthase, plant
IPR001480	Bulb-type lectin domain
IPR000719	Protein kinase domain
IPR001480	Bulb-type lectin domain
IPR000719	Protein kinase domain
IPR000858	S-locus glycoprotein domain
IPR002048	EF-hand domain
IPR006565	Bromodomain associated domain
IPR005225	Small GTP-binding protein domain





IPR001806	Small GTPase

IPR009834	Ureide permease
IPR022812	Dynamin superfamily
IPR022812	Dynamin superfamily
IPR022812	Dynamin superfamily
IPR022812	Dynamin superfamily
IPR022812	Dynamin superfamily
IPR030381	Dynamin-type guanine nucleotide-binding (G) domain
IPR022812	Dynamin superfamily
IPR020850	GTPase effector domain
IPR000375	Dynamin central domain
IPR003130	Dynamin GTPase effector
IPR041048	RuvB-like, AAA-lid domain
IPR010339	TIP49, P-loop domain

IPR013087	Zinc finger C2H2-type
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR001025	Bromo adjacent homology (BAH) domain
IPR001025	Bromo adjacent homology (BAH) domain
IPR008395	Agenet-like domain
IPR003441	NAC domain
IPR003441	NAC domain
IPR000719	Protein kinase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR007318	Phospholipid methyltransferase
IPR002227	Tyrosinase copper-binding domain
