Solyc01g111145.1.1	NIOBTv3_g31399
Solyc02g090840.3.1	NIOBTv3_g29199
Solyc08g083035.1.1	NIOBTv3_g32000
Solyc02g084360.3.1	NIOBTv3_g65487-D3
Solyc08g075870.3.1	NIOBTv3_g20307
Solyc05g013280.3.1	NIOBTv3_g08134-D3
Solyc08g077170.3.1	NIOBTv3_g07439
Solyc07g005380.3.1	NIOBTv3_g22997
Solyc03g019830.3.1	NIOBTv3_g17176
Solyc02g080450.1.1	NIOBTv3_g33425
Solyc10g078670.2.1	NIOBTv3_g26608
Solyc07g054080.2.1	NIOBTv3_g38153
Solyc02g062340.3.1	NIOBTv3_g22365-D2
Solyc03g083500.3.1	NIOBTv3_g20368
Solyc02g094380.2.1	NIOBTv3_g36270
Solyc06g066820.3.1	NIOBTv3_g10689
Solyc02g083790.3.1	NIOBTv3_g22406
Solyc05g010170.1.1	NIOBTv3_g00047
Solyc04g078340.3.1	NIOBTv3_g05797
Solyc01g108380.2.1	NIOBTv3_g31411
Solyc05g005490.3.1	NIOBTv3_g06476
Solyc03g031850.1.1	NIOBTv3_g22704
Solyc02g077400.3.1	NIOBTv3_g36652
Solyc02g021440.3.1	NIOBTv3_g18561
Solyc03g093180.1.1	NIOBTv3_g01429
Solyc03g115820.3.1	NIOBTv3_g20797
Solyc05g013980.3.1	NIOBTv3_g08456
Solyc05g054050.3.1	NIOBTv3_g37211
Solyc03g118840.3.1	NIOBTv3_g23702
Solyc04g051470.1.1	NIOBTv3_g11417
Solyc06g063060.3.1	NIOBTv3_g09204
Solyc09g005970.1.1	NIOBTv3_g29710
Solyc06g075170.1.1	NIOBTv3_g26847
Solyc12g005000.1.1	NIOBTv3_g31094
Solyc06g083530.3.1	NIOBTv3_g62274-D2
Solyc09g091360.1.1	NIOBTv3_g64733
Solyc02g072290.1.1	NIOBTv3_g31723
Solyc04g009190.3.1	NIOBTv3_g26538
Solyc12g017460.1.1	NIOBTv3_g34463
Solyc10g076320.2.1	NIOBTv3_g05145
Solyc05g052040.1.1	NIOBTv3_g36835
Solyc11g005770.2.1	NIOBTv3_g06273
Solyc12g011240.1.1	NIOBTv3_g37118
Solyc03g007770.3.1	NIOBTv3_g32931
Solyc04g010200.1.1	NIOBTv3_g25880
Solyc02g067080.3.1	NIOBTv3_g12520
Solyc03g007760.3.1	NIOBTv3_g03586
Solyc06g069150.1.1	NIOBTv3_g01887
Solyc03g118930.2.1	NIOBTv3_g10837
Solyc01g107740.3.1	NIOBTv3_g04872
Solyc02g069930.1.1	NIOBTv3_g05565
Solyc04g055090.1.1	NIOBTv3_g16923
Solyc12g006820.1.1	NIOBTv3_g31667
Solyc02g089930.3.1	NIOBTv3_g10573
Solyc09g010660.3.1	NIOBTv3_g10723
Solyc01g107780.3.1	NIOBTv3_g34877
Solyc03g097590.3.1	NIOBTv3_g14806
Solyc02g089480.1.1	NIOBTv3_g12458
Solyc03g113620.3.1	NIOBTv3_g04556-D2
Solyc12g094390.1.1	NIOBTv3_g06769
Solyc12g056610.2.1	NIOBTv3_g00324
Solyc04g076150.3.1	NIOBTv3_g14317
Solyc05g054480.3.1	NIOBTv3_g33830
Solyc03g118240.3.1	NIOBTv3_g04213
Solyc03g111610.3.1	NIOBTv3_g15303
Solyc01g110360.3.1	NIOBTv3_g19986
Solyc01g108210.3.1	NIOBTv3_g24193
Solyc04g082630.3.1	NIOBTv3_g64290
Solyc02g078330.3.1	NIOBTv3_g29683
Solyc08g007970.3.1	NIOBTv3_g18912
Solyc02g068740.3.1	NIOBTv3_g01680
Solyc02g087950.3.1	NIOBTv3_g40572
Solyc06g060880.3.1	NIOBTv3_g29508
Solyc01g010260.3.1	NIOBTv3_g18373
Solyc05g013380.3.1	NIOBTv3_g34131
Solyc10g006230.3.1	NIOBTv3_g64051
Solyc04g076480.3.1	NIOBTv3_g26099
Solyc03g115560.3.1	NIOBTv3_g09769
Solyc06g071220.1.1	NIOBTv3_g20398
Solyc02g078570.3.1	NIOBTv3_g03907
Solyc03g111950.3.1	NIOBTv3_g14938
Solyc02g080580.1.1	NIOBTv3_g09918
Solyc08g008305.1.1	NIOBTv3_g34477
Solyc06g074910.3.1	NIOBTv3_g01152
Solyc10g085080.2.1	NIOBTv3_g34982
Solyc01g088050.3.1	NIOBTv3_g34654
Solyc05g052110.3.1	NIOBTv3_g27669
Solyc06g076880.3.1	NIOBTv3_g11114
Solyc01g111500.3.1	NIOBTv3_g28985
Solyc07g055990.3.1	NIOBTv3_g36014
Solyc01g090820.2.1	NIOBTv3_g19150
Solyc10g079050.2.1	NIOBTv3_g09200
Solyc12g049550.2.1	NIOBTv3_g30799
Solyc09g075560.1.1	NIOBTv3_g13145
Solyc01g103860.3.1	NIOBTv3_g16407
Solyc06g050500.2.1	NIOBTv3_g35512
Solyc04g077810.1.1	NIOBTv3_g40123
Solyc07g043120.1.1	NIOBTv3_g32894
Solyc12g099540.2.1	NIOBTv3_g11351
Solyc06g076790.1.1	NIOBTv3_g24651
Solyc08g080050.3.1	NIOBTv3_g21929-D2
Solyc01g099620.3.1	NIOBTv3_g31111
Solyc08g082060.3.1	NIOBTv3_g04728
Solyc04g072000.3.1	NIOBTv3_g35699
Solyc01g100460.3.1	NIOBTv3_g07068
Solyc01g081490.3.1	NIOBTv3_g06860
Solyc05g009930.3.1	NIOBTv3_g25946
Solyc06g069470.3.1	NIOBTv3_g03608
Solyc09g092410.3.1	NIOBTv3_g22746
Solyc11g011260.1.1	NIOBTv3_g20036
Solyc05g046270.3.1	NIOBTv3_g02063
Solyc04g079250.3.1	NIOBTv3_g28758
Solyc04g010060.2.1	NIOBTv3_g25093
Solyc08g078950.3.1	NIOBTv3_g17101
Solyc09g008560.3.1	NIOBTv3_g03926
Solyc09g074080.2.1	NIOBTv3_g05900
Solyc04g081970.3.1	NIOBTv3_g05791
Solyc06g064450.3.1	NIOBTv3_g19223
Solyc12g056390.1.1	NIOBTv3_g13365
Solyc09g092640.3.1	NIOBTv3_g03489
Solyc09g090910.2.1	NIOBTv3_g26447
Solyc12g098400.2.1	NIOBTv3_g25679
Solyc06g074670.3.1	NIOBTv3_g02948
Solyc04g063230.3.1	NIOBTv3_g01806
Solyc03g007790.3.1	NIOBTv3_g02972
Solyc02g070670.3.1	NIOBTv3_g13781
Solyc02g093860.3.1	NIOBTv3_g07000
Solyc10g079570.2.1	NIOBTv3_g22984
Solyc07g007600.3.1	NIOBTv3_g35758
Solyc05g054650.1.1	NIOBTv3_g42498
Solyc01g110780.1.1	NIOBTv3_g63326-D3
Solyc02g092150.3.1	NIOBTv3_g36705
Solyc04g080550.3.1	NIOBTv3_g30375
Solyc02g088090.1.1	NIOBTv3_g32283
Solyc04g076780.3.1	NIOBTv3_g37825-D3
Solyc02g093840.3.1	NIOBTv3_g15646
Solyc07g054760.1.1	NIOBTv3_g05506
Solyc01g010080.3.1	NIOBTv3_g06014
Solyc01g006900.3.1	NIOBTv3_g35504
Solyc06g082430.2.1	NIOBTv3_g03191
Solyc04g071650.3.1	NIOBTv3_g35404
Solyc12g099070.1.1	NIOBTv3_g20713
Solyc10g081720.2.1	NIOBTv3_g19897
Solyc06g048820.1.1	NIOBTv3_g14276
Solyc09g007850.3.1	NIOBTv3_g03772
Solyc10g006300.3.1	NIOBTv3_g07621
Solyc04g080560.2.1	NIOBTv3_g07365
Solyc08g016100.1.1	NIOBTv3_g54717
Solyc09g005690.3.1	NIOBTv3_g27175
Solyc12g014620.2.1	NIOBTv3_g63334
Solyc02g085880.2.1	NIOBTv3_g30940
Solyc06g049020.1.1	NIOBTv3_g19781
Solyc09g008460.3.1	NIOBTv3_g39279
Solyc02g080410.3.1	NIOBTv3_g32660
Solyc10g007510.2.1	NIOBTv3_g18630
Solyc06g075360.3.1	NIOBTv3_g60383-D2
Solyc11g069530.2.1	NIOBTv3_g02923
Solyc05g007870.2.1	NIOBTv3_g07349
Solyc03g071690.3.1	NIOBTv3_g32629
Solyc05g050340.3.1	NIOBTv3_g18104
Solyc07g063820.3.1	NIOBTv3_g34126
Solyc04g054690.3.1	NIOBTv3_g16607
Solyc02g069290.3.1	NIOBTv3_g38574
Solyc07g042440.3.1	NIOBTv3_g31531
Solyc03g025870.3.1	NIOBTv3_g19188
Solyc02g070490.3.1	NIOBTv3_g10264
Solyc07g041900.3.1	NIOBTv3_g11379
Solyc01g080020.2.1	NIOBTv3_g23937
Solyc03g079880.3.1	NIOBTv3_g21320
Solyc02g079780.1.1	NIOBTv3_g16677
Solyc03g113720.3.1	NIOBTv3_g30679
Solyc01g098570.2.1	NIOBTv3_g29473
Solyc07g064870.3.1	NIOBTv3_g05097
Solyc02g087580.3.1	NIOBTv3_g13317
Solyc07g041010.3.1	NIOBTv3_g13052
Solyc11g006450.2.1	NIOBTv3_g19370
Solyc10g009310.3.1	NIOBTv3_g23299
Solyc06g083650.3.1	NIOBTv3_g39841
Solyc10g054760.1.1	NIOBTv3_g58924
Solyc03g115980.1.1	NIOBTv3_g16817
Solyc07g066230.3.1	NIOBTv3_g05411
Solyc04g081770.3.1	NIOBTv3_g26406
Solyc10g005500.3.1	NIOBTv3_g13368
Solyc05g054650.1.1	NIOBTv3_g42498
Solyc03g006170.3.1	NIOBTv3_g36130
Solyc04g079110.1.1	NIOBTv3_g11021
Solyc03g111950.3.1	NIOBTv3_g14938
Solyc09g011710.3.1	NIOBTv3_g01872
Solyc01g067750.3.1	NIOBTv3_g27961
Solyc10g080500.2.1	NIOBTv3_g33830
Solyc01g095900.3.1	NIOBTv3_g25064
Solyc07g043250.1.1	NIOBTv3_g15906
Solyc09g082190.1.1	NIOBTv3_g05240
Solyc12g014350.2.1	NIOBTv3_g10480
Solyc03g114000.3.1	NIOBTv3_g65291
Solyc10g085430.2.1	NIOBTv3_g19559
Solyc12g036480.2.1	NIOBTv3_g12803
Solyc03g097320.3.1	NIOBTv3_g12353
Solyc12g009130.2.1	NIOBTv3_g17960
Solyc05g007020.3.1	NIOBTv3_g07422
Solyc01g095270.3.1	NIOBTv3_g16085
Solyc08g077110.3.1	NIOBTv3_g07446-D2
Solyc09g009610.2.1	NIOBTv3_g02196
Solyc08g028690.3.1	NIOBTv3_g07960-D2
Solyc03g093410.3.1	NIOBTv3_g24517
Solyc02g093610.3.1	NIOBTv3_g28410
Solyc06g082080.3.1	NIOBTv3_g39253
Solyc05g007350.2.1	NIOBTv3_g31572-D5
Solyc07g053350.3.1	NIOBTv3_g36261
Solyc04g082500.3.1	NIOBTv3_g20108
Solyc05g047570.2.1	NIOBTv3_g15050
Solyc01g098640.3.1	NIOBTv3_g29479
Solyc01g108640.1.1	NIOBTv3_g26832
Solyc04g078030.3.1	NIOBTv3_g24854
Solyc03g119210.1.1	NIOBTv3_g65334
Solyc01g108440.2.1	NIOBTv3_g01722
Solyc12g043150.2.1	NIOBTv3_g26684
Solyc11g021365.1.1	NIOBTv3_g02881
Solyc01g096435.1.1	NIOBTv3_g15833
Solyc08g078850.3.1	NIOBTv3_g29302
Solyc05g008460.3.1	NIOBTv3_g39571
Solyc04g078560.1.1	NIOBTv3_g39977-D2
Solyc09g098115.1.1	NIOBTv3_g40237
Solyc08g007150.1.1	NIOBTv3_g08396
Solyc02g080810.3.1	NIOBTv3_g01559
Solyc03g006410.3.1	NIOBTv3_g27982
Solyc10g080920.2.1	NIOBTv3_g23809
Solyc08g075710.3.1	NIOBTv3_g38776
Solyc02g036480.1.1	NIOBTv3_g13806
Solyc01g087150.3.1	NIOBTv3_g10465
Solyc03g111540.2.1	NIOBTv3_g35486
Solyc02g085180.4.1	NIOBTv3_g13461
Solyc04g077615.1.1	NIOBTv3_g16371
Solyc06g076980.3.1	NIOBTv3_g05502
Solyc04g076700.3.1	NIOBTv3_g59423
Solyc08g082310.3.1	NIOBTv3_g41313
Solyc12g056830.1.1	NIOBTv3_g29836
Solyc07g055930.3.1	NIOBTv3_g13965
Solyc03g120885.1.1	NIOBTv3_g34808
Solyc09g065320.2.1	NIOBTv3_g31138-D2
Solyc05g056270.3.1	NIOBTv3_g03693
Solyc09g066410.2.1	NIOBTv3_g08348
Solyc07g032320.1.1	NIOBTv3_g60393-D69
Solyc07g005860.3.1	NIOBTv3_g12444
Solyc03g115020.3.1	NIOBTv3_g14460
Solyc04g057940.3.1	NIOBTv3_g18762
Solyc09g072640.3.1	NIOBTv3_g35222
Solyc07g056490.4.1	NIOBTv3_g35749
Solyc06g011560.3.1	NIOBTv3_g32942
Solyc01g096820.3.1	NIOBTv3_g40298
Solyc08g066800.3.1	NIOBTv3_g18543
Solyc06g072920.2.1	NIOBTv3_g26943
Solyc03g096290.3.1	NIOBTv3_g30320
Solyc02g078460.3.1	NIOBTv3_g22241
Solyc07g062470.3.1	NIOBTv3_g10870
Solyc10g005300.3.1	NIOBTv3_g06738
Solyc03g083480.3.1	NIOBTv3_g15247
Solyc04g014530.1.1	NIOBTv3_g36848
Solyc09g072610.3.1	NIOBTv3_g15650
Solyc01g102430.2.1	NIOBTv3_g63798
Solyc09g092390.2.1	NIOBTv3_g40272-D2
Solyc04g007760.3.1	NIOBTv3_g06533
Solyc11g071780.1.1	NIOBTv3_g09935
Solyc04g025880.3.1	NIOBTv3_g12591
Solyc07g049400.1.1	NIOBTv3_g22027
Solyc09g091510.3.1	NIOBTv3_g34074-D2
Solyc08g062360.3.1	NIOBTv3_g03746
Solyc11g005990.2.1	NIOBTv3_g15866
Solyc03g094010.3.1	NIOBTv3_g28844
Solyc08g077910.3.1	NIOBTv3_g35628
Solyc01g094320.3.1	NIOBTv3_g41054
Solyc02g065060.3.1	NIOBTv3_g04011
Solyc09g008510.1.1	NIOBTv3_g19346
Solyc05g009570.3.1	NIOBTv3_g01353
Solyc06g051550.3.1	NIOBTv3_g21427
Solyc08g079980.1.1	NIOBTv3_g27055
Solyc03g112130.1.1	NIOBTv3_g14238
Solyc09g075880.3.1	NIOBTv3_g61626
Solyc04g050930.3.1	NIOBTv3_g34181
Solyc02g093550.3.1	NIOBTv3_g33984
Solyc04g010250.3.1	NIOBTv3_g15336
Solyc10g081490.2.1	NIOBTv3_g11729
Solyc12g014110.2.1	NIOBTv3_g32040
Solyc01g105030.3.1	NIOBTv3_g19795
Solyc02g014530.3.1	NIOBTv3_g17001
Solyc12g099950.2.1	NIOBTv3_g07882-D8
Solyc05g025810.3.1	NIOBTv3_g35196
Solyc01g087850.2.1	NIOBTv3_g04613
Solyc06g061215.1.1	NIOBTv3_g30030
Solyc05g005070.2.1	NIOBTv3_g20521
Solyc01g010000.3.1	NIOBTv3_g36233
Solyc03g019890.3.1	NIOBTv3_g42629
Solyc01g094400.3.1	NIOBTv3_g33370-D3
Solyc01g100680.1.1	NIOBTv3_g02498
Solyc11g045110.2.1	NIOBTv3_g06632
Solyc08g080050.3.1	NIOBTv3_g21929-D2
Solyc05g011870.1.1	NIOBTv3_g00866
Solyc03g095510.3.1	NIOBTv3_g11514
Solyc11g064750.2.1	NIOBTv3_g30034
Solyc01g100200.3.1	NIOBTv3_g07109
Solyc11g006870.1.1	NIOBTv3_g39213
Solyc07g043110.1.1	NIOBTv3_g40325
Solyc01g080580.3.1	NIOBTv3_g20084
Solyc01g104740.3.1	NIOBTv3_g16506
Solyc01g006950.3.1	NIOBTv3_g24964
Solyc06g005330.3.1	NIOBTv3_g15729
Solyc06g083160.1.1	NIOBTv3_g17433
Solyc02g092860.3.1	NIOBTv3_g22892
Solyc03g097500.3.1	NIOBTv3_g30264
Solyc09g092260.3.1	NIOBTv3_g34402
Solyc06g083080.3.1	NIOBTv3_g17093
Solyc12g016170.1.1	NIOBTv3_g14178
Solyc06g071060.1.1	NIOBTv3_g40762
Solyc07g006650.3.1	NIOBTv3_g08570
Solyc03g033550.3.1	NIOBTv3_g21944
Solyc06g084610.3.1	NIOBTv3_g34050
Solyc01g100650.3.1	NIOBTv3_g32139
Solyc05g025920.3.1	NIOBTv3_g15437
Solyc11g068440.2.1	NIOBTv3_g05856
Solyc10g050450.2.1	NIOBTv3_g62027
Solyc08g078210.3.1	NIOBTv3_g12511
Solyc06g009000.1.1	NIOBTv3_g59691
Solyc11g028080.2.1	NIOBTv3_g16642
Solyc01g099940.3.1	NIOBTv3_g32529
Solyc01g081480.3.1	NIOBTv3_g06859
Solyc08g080750.3.1	NIOBTv3_g29117
Solyc00g108555.1.1	NIOBTv3_g54886
Solyc11g072990.1.1	NIOBTv3_g16400
Solyc09g011080.3.1	NIOBTv3_g01048
Solyc08g006440.3.1	NIOBTv3_g30424
Solyc01g109740.3.1	NIOBTv3_g20577
Solyc06g066240.3.1	NIOBTv3_g17183-D2
Solyc09g075880.3.1	NIOBTv3_g61626
Solyc09g007100.3.1	NIOBTv3_g36765
Solyc01g111900.3.1	NIOBTv3_g20232-D2
Solyc03g118850.3.1	NIOBTv3_g23703
Solyc08g076210.3.1	NIOBTv3_g17241
Solyc03g114030.3.1	NIOBTv3_g08808
Solyc01g106600.2.1	NIOBTv3_g38413
Solyc11g069570.2.1	NIOBTv3_g22050
Solyc06g050500.2.1	NIOBTv3_g35512
Solyc04g007800.3.1	NIOBTv3_g01127
Solyc08g078950.3.1	NIOBTv3_g17101
Solyc04g081320.3.1	NIOBTv3_g26701
Solyc07g066250.1.1	NIOBTv3_g28486
Solyc04g077170.3.1	NIOBTv3_g01978
Solyc11g069810.2.1	NIOBTv3_g40776
Solyc01g094070.3.1	NIOBTv3_g14948
Solyc08g078940.1.1	NIOBTv3_g25645
Solyc10g005030.3.1	NIOBTv3_g13930
Solyc07g055990.3.1	NIOBTv3_g36014
Solyc06g074910.3.1	NIOBTv3_g01152
Solyc02g087400.1.1	NIOBTv3_g06563
Solyc08g082120.2.1	NIOBTv3_g27796
Solyc04g007000.1.1	NIOBTv3_g22097
Solyc06g062510.3.1	NIOBTv3_g23452
Solyc02g089150.3.1	NIOBTv3_g41093
Solyc09g005110.3.1	NIOBTv3_g08721
Solyc01g091590.3.1	NIOBTv3_g13649
Solyc11g011880.2.1	NIOBTv3_g09165
Solyc03g082420.3.1	NIOBTv3_g00737
Solyc11g072550.2.1	NIOBTv3_g36057
Solyc10g077040.2.1	NIOBTv3_g38146
Solyc01g079740.3.1	NIOBTv3_g28552
Solyc04g074390.3.1	NIOBTv3_g32016
Solyc06g063380.1.1	NIOBTv3_g21091
Solyc06g009200.3.1	NIOBTv3_g10908
Solyc12g015630.2.1	NIOBTv3_g09193
Solyc06g075780.2.1	NIOBTv3_g33968
Solyc06g075780.2.1	NIOBTv3_g33968
Solyc06g075780.2.1	NIOBTv3_g33968
Solyc10g039280.2.1	NIOBTv3_g11469
Solyc06g060550.3.1	NIOBTv3_g19959
Solyc02g086810.1.1	NIOBTv3_g03662
Solyc12g099600.2.1	NIOBTv3_g27993
Solyc05g054680.1.1	NIOBTv3_g33025
Solyc11g069560.2.1	NIOBTv3_g20866
Solyc02g062030.1.1	NIOBTv3_g21000
Solyc09g065850.3.1	NIOBTv3_g27411
Solyc01g099840.3.1	NIOBTv3_g12262
Solyc08g065220.3.1	NIOBTv3_g08119
Solyc12g042950.2.1	NIOBTv3_g60304
Solyc06g068900.3.1	NIOBTv3_g25715
Solyc07g008420.3.1	NIOBTv3_g28620
Solyc01g110800.3.1	NIOBTv3_g63326-D2
Solyc02g014150.3.1	NIOBTv3_g11603
Solyc06g035970.3.1	NIOBTv3_g57434-D3
Solyc02g087540.2.1	NIOBTv3_g34255
Solyc07g006130.2.1	NIOBTv3_g23696
Solyc02g078170.2.1	NIOBTv3_g25760
Solyc01g099745.1.1	NIOBTv3_g14070
Solyc07g054580.3.1	NIOBTv3_g37779
Solyc06g064990.2.1	NIOBTv3_g30799
Solyc03g112030.2.1	NIOBTv3_g38865
Solyc05g006780.3.1	NIOBTv3_g62791
Solyc03g083480.3.1	NIOBTv3_g15247
Solyc12g096640.2.1	NIOBTv3_g24581
Solyc01g059900.3.1	NIOBTv3_g05634
Solyc02g079010.3.1	NIOBTv3_g21581
Solyc02g085910.3.1	NIOBTv3_g32090
Solyc05g006030.3.1	NIOBTv3_g27236
Solyc05g051890.1.1	NIOBTv3_g18838
Solyc05g008770.3.1	NIOBTv3_g32250
Solyc04g011730.3.1	NIOBTv3_g38684
Solyc05g009790.1.1	NIOBTv3_g27413
Solyc02g085010.1.1	NIOBTv3_g26226
Solyc01g065570.2.1	NIOBTv3_g18466
Solyc04g074400.1.1	NIOBTv3_g43217
Solyc10g078440.1.1	NIOBTv3_g04928
Solyc10g075035.1.1	NIOBTv3_g09566
Solyc08g078330.3.1	NIOBTv3_g28265
Solyc11g006630.1.1	NIOBTv3_g08168
Solyc12g056200.2.1	NIOBTv3_g20015
Solyc01g086810.2.1	NIOBTv3_g29141
Solyc07g043200.2.1	NIOBTv3_g32895-D2
Solyc10g006450.3.1	NIOBTv3_g09118
Solyc09g098520.3.1	NIOBTv3_g32074
Solyc08g065860.3.1	NIOBTv3_g01069
Solyc06g060310.3.1	NIOBTv3_g30609
Solyc08g081810.3.1	NIOBTv3_g24271
Solyc02g090000.3.1	NIOBTv3_g07506
Solyc10g085960.1.1	NIOBTv3_g25940
Solyc05g052040.1.1	NIOBTv3_g36835
Solyc01g008850.3.1	NIOBTv3_g60562-D2
Solyc03g059200.2.1	NIOBTv3_g26756
Solyc07g062040.3.1	NIOBTv3_g26234
Solyc02g092700.3.1	NIOBTv3_g00343
Solyc05g005220.1.1	NIOBTv3_g14160
Solyc06g063430.2.1	NIOBTv3_g37082
Solyc03g119910.3.1	NIOBTv3_g38342
Solyc07g055320.3.1	NIOBTv3_g41435
Solyc07g063370.2.1	NIOBTv3_g31537
Solyc01g088380.2.1	NIOBTv3_g36414
Solyc01g101100.3.1	NIOBTv3_g24584
Solyc03g113990.3.1	NIOBTv3_g01251
Solyc01g008510.3.1	NIOBTv3_g32417
Solyc11g007130.2.1	NIOBTv3_g36070
Solyc01g081270.2.1	NIOBTv3_g36810
Solyc02g087800.3.1	NIOBTv3_g36878
Solyc02g092820.3.1	NIOBTv3_g27021
Solyc07g055990.3.1	NIOBTv3_g36014
Solyc03g111870.3.1	NIOBTv3_g20426
Solyc03g082940.3.1	NIOBTv3_g00617
Solyc07g043160.1.1	NIOBTv3_g32892
Solyc01g096880.3.1	NIOBTv3_g06541
Solyc01g090800.3.1	NIOBTv3_g03209
Solyc04g015750.3.1	NIOBTv3_g01880
Solyc02g085830.3.1	NIOBTv3_g24566
Solyc12g057040.2.1	NIOBTv3_g33371
Solyc04g014790.1.1	NIOBTv3_g17769
Solyc02g068170.1.1	NIOBTv3_g31267
Solyc01g109710.3.1	NIOBTv3_g15563
Solyc02g083930.1.1	NIOBTv3_g17592
Solyc09g007470.1.1	NIOBTv3_g29256
Solyc02g063300.3.1	NIOBTv3_g00758
Solyc04g007440.1.1	NIOBTv3_g21501
Solyc04g078000.3.1	NIOBTv3_g24850
Solyc02g078410.1.1	NIOBTv3_g29928
Solyc08g069110.3.1	NIOBTv3_g12456
Solyc05g055180.3.1	NIOBTv3_g12705
Solyc06g068830.2.1	NIOBTv3_g20932
Solyc02g062780.3.1	NIOBTv3_g40832
Solyc03g112970.1.1	NIOBTv3_g04528
Solyc03g114930.3.1	NIOBTv3_g33746
Solyc01g089850.3.1	NIOBTv3_g38294
Solyc03g007360.3.1	NIOBTv3_g16572
Solyc09g065180.3.1	NIOBTv3_g13381
Solyc09g082300.3.1	NIOBTv3_g06895
Solyc10g006650.3.1	NIOBTv3_g16545
Solyc04g081560.3.1	NIOBTv3_g26337
Solyc02g087780.3.1	NIOBTv3_g36880
Solyc01g100880.3.1	NIOBTv3_g32015
Solyc11g064785.1.1	NIOBTv3_g54284-D40
Solyc04g007060.3.1	NIOBTv3_g28497-D3
Solyc01g097180.2.1	NIOBTv3_g01193
Solyc02g078620.1.1	NIOBTv3_g34579
Solyc01g010390.3.1	NIOBTv3_g41082
Solyc01g095240.3.1	NIOBTv3_g16083
Solyc02g092590.3.1	NIOBTv3_g05670
Solyc04g071990.3.1	NIOBTv3_g03185
Solyc10g008000.1.1	NIOBTv3_g25647
Solyc01g081190.3.1	NIOBTv3_g10111
Solyc07g008030.2.1	NIOBTv3_g30487
Solyc10g009150.3.1	NIOBTv3_g25402-D14
Solyc06g007180.3.1	NIOBTv3_g61325
Solyc03g096850.3.1	NIOBTv3_g24779
Solyc06g036110.1.1	NIOBTv3_g40124
Solyc02g078650.3.1	NIOBTv3_g28365
Solyc06g061010.3.1	NIOBTv3_g10261
Solyc01g109530.3.1	NIOBTv3_g34339
Solyc10g009590.3.1	NIOBTv3_g23177
Solyc07g063400.3.1	NIOBTv3_g32098
Solyc11g068620.2.1	NIOBTv3_g27499
Solyc10g074745.1.1	NIOBTv3_g04001
Solyc12g011280.2.1	NIOBTv3_g09113-D2
Solyc10g076480.2.1	NIOBTv3_g10432
Solyc07g006880.1.1	NIOBTv3_g30202
Solyc06g074000.1.1	NIOBTv3_g37099
Solyc04g009790.3.1	NIOBTv3_g30567
Solyc02g092470.3.1	NIOBTv3_g03743
Solyc11g044320.2.1	NIOBTv3_g26896
Solyc03g097860.1.1	NIOBTv3_g56003
Solyc02g079600.3.1	NIOBTv3_g15244-D6
Solyc06g051660.1.1	NIOBTv3_g20510
Solyc01g098770.1.1	NIOBTv3_g11884
Solyc06g076130.3.1	NIOBTv3_g12096
Solyc10g081340.1.1	NIOBTv3_g03316
Solyc09g091350.1.1	NIOBTv3_g63592
Solyc06g069900.3.1	NIOBTv3_g18670
Solyc06g011440.1.1	NIOBTv3_g20998
Solyc11g066230.1.1	NIOBTv3_g38635
Solyc10g084070.1.1	NIOBTv3_g33287-D2
Solyc01g080870.3.1	NIOBTv3_g21050
Solyc04g073990.3.1	NIOBTv3_g17207
Solyc03g119860.3.1	NIOBTv3_g21852
Solyc10g047570.2.1	NIOBTv3_g03620
Solyc08g005110.1.1	NIOBTv3_g58369
Solyc09g090070.1.1	NIOBTv3_g23015
Solyc03g116690.3.1	NIOBTv3_g24277
Solyc03g118190.3.1	NIOBTv3_g04217
Solyc03g025760.3.1	NIOBTv3_g25827
Solyc05g005570.3.1	NIOBTv3_g10770
Solyc02g071110.3.1	NIOBTv3_g17299-D4
Solyc12g044270.2.1	NIOBTv3_g21471
Solyc03g114720.3.1	NIOBTv3_g16061
Solyc07g014580.3.1	NIOBTv3_g40388-D2
Solyc05g009180.1.1	NIOBTv3_g39098
Solyc04g051860.3.1	NIOBTv3_g03053
Solyc06g065920.3.1	NIOBTv3_g15265
Solyc03g121180.3.1	NIOBTv3_g04280
Solyc02g084710.3.1	NIOBTv3_g61497
Solyc03g006210.2.1	NIOBTv3_g19106-D2
Solyc04g014570.3.1	NIOBTv3_g12418
Solyc07g053840.1.1	NIOBTv3_g27226-D2
Solyc03g006210.2.1	NIOBTv3_g19106-D2
Solyc05g005480.2.1	NIOBTv3_g37697
Solyc03g044710.3.1	NIOBTv3_g03126
Solyc04g077020.3.1	NIOBTv3_g65010-D2
Solyc06g065990.1.1	NIOBTv3_g01739
Solyc02g069690.1.1	NIOBTv3_g21867
Solyc01g108490.3.1	NIOBTv3_g18927
Solyc01g106620.2.1	NIOBTv3_g42492
Solyc04g079680.3.1	NIOBTv3_g18440-D2
Solyc07g062740.3.1	NIOBTv3_g30632
Solyc05g013470.3.1	NIOBTv3_g56127
Solyc03g061650.2.1	NIOBTv3_g21985
Solyc10g009150.3.1	NIOBTv3_g25402-D14
Solyc05g010270.1.1	NIOBTv3_g39522
Solyc09g061950.1.1	NIOBTv3_g55130
Solyc09g082670.3.1	NIOBTv3_g08786
Solyc08g076880.3.1	NIOBTv3_g19775
Solyc09g056430.3.1	NIOBTv3_g27305
Solyc10g074443.1.1	NIOBTv3_g34442
Solyc12g013580.2.1	NIOBTv3_g10766
Solyc07g066420.3.1	NIOBTv3_g43663
